Image,Ground Truth Annotation Count,Model Prediction Count,Ground Truth Area,Model Prediction Area,Ground Truth Area Normalized,Model Prediction Area Normalized
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_960_720_1360.png,1,0,585,0,0.00365625,0.0
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_960_1040_1360.png,7,8,8974,9692,0.0560875,0.060575
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_960_1360_1360.png,22,23,31246,34234,0.1952875,0.2139625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_960_1680_1360.png,41,42,65102,69480,0.4068875,0.43425
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_960_2000_1360.png,14,13,17226,15554,0.1076625,0.0972125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_960_2048_1360.png,6,7,6428,9052,0.040175,0.056575
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_1280_400_1680.png,20,20,36309,36853,0.22693125,0.23033125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_1280_720_1680.png,7,9,12206,12579,0.0762875,0.07861875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_1280_1040_1680.png,9,10,10428,11420,0.065175,0.071375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_1280_1360_1680.png,25,28,49325,49221,0.30828125,0.30763125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_1280_1680_1680.png,16,16,29081,28806,0.18175625,0.1800375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_1280_2000_1680.png,1,0,820,0,0.005125,0.0
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_1280_2048_1680.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_1600_400_2000.png,42,39,65578,69355,0.4098625,0.43346875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_1600_720_2000.png,31,32,41871,42891,0.26169375,0.26806875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_1600_1040_2000.png,46,52,61061,64488,0.38163125,0.40305
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_1600_1360_2000.png,40,55,76064,79878,0.4754,0.4992375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_1600_1680_2000.png,23,29,39551,42782,0.24719375,0.2673875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_1600_2000_2000.png,11,11,15586,16424,0.0974125,0.10265
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_1600_2048_2000.png,9,9,12223,12938,0.07639375,0.0808625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_1648_400_2048.png,35,35,63238,67764,0.3952375,0.423525
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_1648_720_2048.png,32,34,46549,49449,0.29093125,0.30905625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_1648_1040_2048.png,47,56,64639,74826,0.40399375,0.4676625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_1648_1360_2048.png,40,55,73582,78815,0.4598875,0.49259375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_1648_1680_2048.png,26,34,49235,53169,0.30771875,0.33230625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_1648_2000_2048.png,15,16,22259,23065,0.13911875,0.14415625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_1648_2048_2048.png,13,13,17549,18413,0.10968125,0.11508125
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_0_400_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_0_720_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_0_1040_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_0_1360_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_0_1680_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_0_2000_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_0_2048_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_320_400_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_320_720_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_320_1040_720.png,1,0,1271,0,0.00794375,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_320_1360_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_320_1680_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_320_2000_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_320_2048_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_640_400_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_640_720_1040.png,1,0,1660,0,0.010375,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_640_1040_1040.png,6,6,8775,8964,0.05484375,0.056025
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_640_1360_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_640_1680_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_640_2000_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_640_2048_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_960_400_1360.png,6,7,8031,8401,0.05019375,0.05250625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_960_720_1360.png,13,15,24372,25843,0.152325,0.16151875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_960_1040_1360.png,17,24,22678,31511,0.1417375,0.19694375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_960_1360_1360.png,7,7,9753,10141,0.06095625,0.06338125
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_960_1680_1360.png,6,6,14112,14289,0.0882,0.08930625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_960_2000_1360.png,6,7,10942,11620,0.0683875,0.072625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_960_2048_1360.png,4,4,7371,7559,0.04606875,0.04724375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_1280_400_1680.png,24,25,35221,37290,0.22013125,0.2330625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_1280_720_1680.png,19,20,32350,32378,0.2021875,0.2023625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_1280_1040_1680.png,14,16,26811,27878,0.16756875,0.1742375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_1280_1360_1680.png,9,9,19800,19817,0.12375,0.12385625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_1280_1680_1680.png,14,15,36041,36713,0.22525625,0.22945625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_1280_2000_1680.png,9,9,15915,15795,0.09946875,0.09871875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_1280_2048_1680.png,8,8,16927,16871,0.10579375,0.10544375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_1600_400_2000.png,14,14,22996,24116,0.143725,0.150725
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_1600_720_2000.png,8,7,14614,14007,0.0913375,0.08754375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_1600_1040_2000.png,11,13,24710,27748,0.1544375,0.173425
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_1600_1360_2000.png,12,12,23899,23492,0.14936875,0.146825
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_1600_1680_2000.png,16,17,29107,36401,0.18191875,0.22750625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_1600_2000_2000.png,6,6,10160,11237,0.0635,0.07023125
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_1600_2048_2000.png,5,5,9055,10194,0.05659375,0.0637125
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_1648_400_2048.png,12,12,18212,19190,0.113825,0.1199375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_1648_720_2048.png,6,5,11797,11262,0.07373125,0.0703875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_1648_1040_2048.png,9,11,21654,24807,0.1353375,0.15504375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_1648_1360_2048.png,9,9,19761,19349,0.12350625,0.12093125
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_1648_1680_2048.png,14,15,25152,32378,0.1572,0.2023625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_1648_2000_2048.png,4,4,8803,9842,0.05501875,0.0615125
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_1648_2048_2048.png,4,4,7911,9029,0.04944375,0.05643125
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_0_0_400_400.png,5,8,11225,15507,0.07015625,0.09691875
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_320_0_720_400.png,6,6,12839,12781,0.08024375,0.07988125
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_640_0_1040_400.png,6,6,11364,11546,0.071025,0.0721625
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_960_0_1360_400.png,10,12,12996,17216,0.081225,0.1076
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1280_0_1680_400.png,10,11,13756,14742,0.085975,0.0921375
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1600_0_2000_400.png,3,3,5833,5930,0.03645625,0.0370625
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1648_0_2048_400.png,2,3,5182,5466,0.0323875,0.0341625
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_0_320_400_720.png,2,2,3353,3261,0.02095625,0.02038125
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_320_320_720_720.png,4,4,9312,9286,0.0582,0.0580375
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_640_320_1040_720.png,3,4,5158,5586,0.0322375,0.0349125
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_960_320_1360_720.png,7,8,10868,11445,0.067925,0.07153125
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1280_320_1680_720.png,5,5,6367,6456,0.03979375,0.04035
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1600_320_2000_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1648_320_2048_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_0_640_400_1040.png,1,0,2721,0,0.01700625,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_320_640_720_1040.png,1,0,2368,0,0.0148,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_640_640_1040_1040.png,1,0,3941,0,0.02463125,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_960_640_1360_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1280_640_1680_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1600_640_2000_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1648_640_2048_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_0_960_400_1360.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_320_960_720_1360.png,1,0,743,0,0.00464375,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_640_960_1040_1360.png,5,5,10947,10960,0.06841875,0.0685
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_960_960_1360_1360.png,4,4,6207,6190,0.03879375,0.0386875
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1280_960_1680_1360.png,4,4,8769,9068,0.05480625,0.056675
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1600_960_2000_1360.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1648_960_2048_1360.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_0_1280_400_1680.png,5,5,7773,8726,0.04858125,0.0545375
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_320_1280_720_1680.png,7,7,10121,10050,0.06325625,0.0628125
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_640_1280_1040_1680.png,7,8,14696,16392,0.09185,0.10245
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_960_1280_1360_1680.png,4,4,6046,5929,0.0377875,0.03705625
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1280_1280_1680_1680.png,2,2,3665,3183,0.02290625,0.01989375
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1600_1280_2000_1680.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1648_1280_2048_1680.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_0_1600_400_2000.png,11,10,20102,16788,0.1256375,0.104925
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_320_1600_720_2000.png,3,3,6592,6601,0.0412,0.04125625
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_640_1600_1040_2000.png,2,2,1986,1757,0.0124125,0.01098125
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_960_1600_1360_2000.png,1,0,1514,0,0.0094625,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1280_1600_1680_2000.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1600_1600_2000_2000.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1648_1600_2048_2000.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_0_1648_400_2048.png,10,9,17511,15773,0.10944375,0.09858125
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_320_1648_720_2048.png,2,2,5113,5102,0.03195625,0.0318875
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_640_1648_1040_2048.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_960_1648_1360_2048.png,1,0,1514,0,0.0094625,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1280_1648_1680_2048.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1600_1648_2000_2048.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1648_1648_2048_2048.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_0_0_400_400.png,12,14,19084,21006,0.119275,0.1312875
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_320_0_720_400.png,9,11,14532,19595,0.090825,0.12246875
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_640_0_1040_400.png,10,13,16077,19513,0.10048125,0.12195625
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_960_0_1360_400.png,39,28,34331,38205,0.21456875,0.23878125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1280_0_1680_400.png,45,34,34335,34264,0.21459375,0.21415
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1600_0_2000_400.png,18,21,20670,23605,0.1291875,0.14753125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1648_0_2048_400.png,19,22,24333,30041,0.15208125,0.18775625
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_0_320_400_720.png,9,12,17328,21628,0.1083,0.135175
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_320_320_720_720.png,6,6,7653,7874,0.04783125,0.0492125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_640_320_1040_720.png,8,10,11047,11966,0.06904375,0.0747875
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_960_320_1360_720.png,18,15,13759,15718,0.08599375,0.0982375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1280_320_1680_720.png,27,21,21647,23060,0.13529375,0.144125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1600_320_2000_720.png,10,11,18076,18801,0.112975,0.11750625
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1648_320_2048_720.png,10,11,19403,20246,0.12126875,0.1265375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_0_640_400_1040.png,1,0,3444,0,0.021525,0.0
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_320_640_720_1040.png,4,4,6904,7005,0.04315,0.04378125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_640_640_1040_1040.png,11,11,17146,17170,0.1071625,0.1073125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_960_640_1360_1040.png,10,11,19242,19406,0.1202625,0.1212875
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1280_640_1680_1040.png,7,7,12357,12428,0.07723125,0.077675
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1600_640_2000_1040.png,10,10,22078,22203,0.1379875,0.13876875
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1648_640_2048_1040.png,10,10,23423,23913,0.14639375,0.14945625
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_0_960_400_1360.png,13,20,27145,34852,0.16965625,0.217825
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_320_960_720_1360.png,11,14,20985,25329,0.13115625,0.15830625
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_640_960_1040_1360.png,6,6,8144,8397,0.0509,0.05248125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_960_960_1360_1360.png,6,7,13194,13748,0.0824625,0.085925
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1280_960_1680_1360.png,6,6,8895,9132,0.05559375,0.057075
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1600_960_2000_1360.png,7,7,12068,11953,0.075425,0.07470625
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1648_960_2048_1360.png,9,9,15026,14938,0.0939125,0.0933625
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_0_1280_400_1680.png,16,16,25111,26316,0.15694375,0.164475
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_320_1280_720_1680.png,12,13,15274,18420,0.0954625,0.115125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_640_1280_1040_1680.png,12,12,21803,22179,0.13626875,0.13861875
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_960_1280_1360_1680.png,2,2,3878,3913,0.0242375,0.02445625
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1280_1280_1680_1680.png,11,12,16960,19355,0.106,0.12096875
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1600_1280_2000_1680.png,15,18,25475,26745,0.15921875,0.16715625
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1648_1280_2048_1680.png,18,19,29108,27823,0.181925,0.17389375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_0_1600_400_2000.png,16,15,21530,21061,0.1345625,0.13163125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_320_1600_720_2000.png,20,24,34046,37038,0.2127875,0.2314875
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_640_1600_1040_2000.png,19,21,30890,33247,0.1930625,0.20779375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_960_1600_1360_2000.png,8,8,12791,12973,0.07994375,0.08108125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1280_1600_1680_2000.png,14,15,20209,20045,0.12630625,0.12528125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1600_1600_2000_2000.png,21,22,25940,26746,0.162125,0.1671625
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1648_1600_2048_2000.png,21,22,26800,28063,0.1675,0.17539375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_0_1648_400_2048.png,14,13,18925,18133,0.11828125,0.11333125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_320_1648_720_2048.png,20,22,32882,34710,0.2055125,0.2169375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_640_1648_1040_2048.png,18,21,29062,33969,0.1816375,0.21230625
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_960_1648_1360_2048.png,8,8,12791,12974,0.07994375,0.0810875
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1280_1648_1680_2048.png,11,15,16452,18998,0.102825,0.1187375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1600_1648_2000_2048.png,19,20,23397,24486,0.14623125,0.1530375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1648_1648_2048_2048.png,19,20,24257,25823,0.15160625,0.16139375
./new_balanced_data/sliced_coco/val2017/1b62275b-4a39-4b2f-b_4_0_0_400_400.png,1,2,1274,2329,0.0079625,0.01455625
