Image,GT,mask_rcnn_R_50_C4,mask_rcnn_R_50_DC5,mask_rcnn_R_50_FPN,mask_rcnn_R_101_C4,mask_rcnn_R_101_DC5,mask_rcnn_R_101_FPN,Cellpose,StarDist
0492a795-9453-4099-9_0_320_1648_720_2048.png,32,34,36,30,34,34,29,33,39
0492a795-9453-4099-9_0_640_1648_1040_2048.png,47,56,52,38,56,52,38,34,54
0492a795-9453-4099-9_0_960_1648_1360_2048.png,40,55,52,37,52,53,30,13,39
0492a795-9453-4099-9_0_1280_1648_1680_2048.png,26,34,33,24,30,29,20,4,19
0492a795-9453-4099-9_0_1600_1648_2000_2048.png,15,16,17,14,16,17,13,8,11
0492a795-9453-4099-9_0_1648_1648_2048_2048.png,13,13,13,12,13,13,11,7,11
08d9cdda-846b-489b-9_1_0_0_400_400.png,0,0,0,0,0,0,0,0,1
08d9cdda-846b-489b-9_1_320_0_720_400.png,0,0,0,0,0,0,0,0,0
08d9cdda-846b-489b-9_1_640_0_1040_400.png,0,0,0,0,0,0,0,0,0
08d9cdda-846b-489b-9_1_960_0_1360_400.png,0,0,0,0,0,0,0,0,2
08d9cdda-846b-489b-9_1_1280_0_1680_400.png,0,0,0,0,0,0,0,0,1
08d9cdda-846b-489b-9_1_1600_0_2000_400.png,0,0,0,0,0,0,0,0,1
08d9cdda-846b-489b-9_1_1648_0_2048_400.png,0,0,0,0,0,0,0,0,1
08d9cdda-846b-489b-9_1_0_320_400_720.png,0,0,0,0,0,0,0,0,6
08d9cdda-846b-489b-9_1_320_320_720_720.png,0,0,0,0,0,0,0,0,1
08d9cdda-846b-489b-9_1_640_320_1040_720.png,1,0,0,0,0,0,0,1,2
08d9cdda-846b-489b-9_1_960_320_1360_720.png,0,0,0,0,0,0,0,0,1
08d9cdda-846b-489b-9_1_1280_320_1680_720.png,0,0,0,0,0,0,0,0,2
08d9cdda-846b-489b-9_1_1600_320_2000_720.png,0,0,0,0,0,0,0,0,1
08d9cdda-846b-489b-9_1_1648_320_2048_720.png,0,0,0,0,0,0,0,0,1
08d9cdda-846b-489b-9_1_0_640_400_1040.png,0,0,0,0,0,0,0,0,0
08d9cdda-846b-489b-9_1_320_640_720_1040.png,1,0,0,0,0,0,0,0,1
08d9cdda-846b-489b-9_1_640_640_1040_1040.png,6,6,6,6,6,6,6,7,9
08d9cdda-846b-489b-9_1_960_640_1360_1040.png,0,0,0,0,0,0,0,0,2
08d9cdda-846b-489b-9_1_1280_640_1680_1040.png,0,0,0,0,0,0,0,0,2
08d9cdda-846b-489b-9_1_1600_640_2000_1040.png,0,0,0,0,0,0,0,0,1
08d9cdda-846b-489b-9_1_1648_640_2048_1040.png,0,0,0,0,0,0,0,0,1
08d9cdda-846b-489b-9_1_0_960_400_1360.png,6,7,7,7,7,7,7,8,8
08d9cdda-846b-489b-9_1_320_960_720_1360.png,13,15,14,14,16,16,14,16,18
08d9cdda-846b-489b-9_1_640_960_1040_1360.png,17,24,21,19,22,23,18,17,24
08d9cdda-846b-489b-9_1_960_960_1360_1360.png,7,7,7,7,7,7,7,8,9
08d9cdda-846b-489b-9_1_1280_960_1680_1360.png,6,6,6,6,6,6,6,6,6
08d9cdda-846b-489b-9_1_1600_960_2000_1360.png,6,7,6,6,6,7,6,6,7
08d9cdda-846b-489b-9_1_1648_960_2048_1360.png,4,4,4,4,4,4,4,4,5
08d9cdda-846b-489b-9_1_0_1280_400_1680.png,24,25,27,23,25,25,23,25,25
08d9cdda-846b-489b-9_1_320_1280_720_1680.png,19,20,21,19,20,22,19,21,23
08d9cdda-846b-489b-9_1_640_1280_1040_1680.png,14,16,15,15,15,16,14,15,14
08d9cdda-846b-489b-9_1_960_1280_1360_1680.png,9,9,9,9,9,9,9,9,11
08d9cdda-846b-489b-9_1_1280_1280_1680_1680.png,14,15,15,14,15,15,14,17,15
08d9cdda-846b-489b-9_1_1600_1280_2000_1680.png,9,9,9,9,9,9,8,10,9
08d9cdda-846b-489b-9_1_1648_1280_2048_1680.png,8,8,8,8,8,8,8,8,8
08d9cdda-846b-489b-9_1_0_1600_400_2000.png,14,14,16,14,15,14,13,9,17
08d9cdda-846b-489b-9_1_320_1600_720_2000.png,8,7,8,7,7,8,7,7,7
08d9cdda-846b-489b-9_1_640_1600_1040_2000.png,11,13,12,10,12,12,10,5,11
08d9cdda-846b-489b-9_1_960_1600_1360_2000.png,12,12,12,12,13,12,12,9,13
08d9cdda-846b-489b-9_1_1280_1600_1680_2000.png,16,17,18,15,17,17,14,11,15
08d9cdda-846b-489b-9_1_1600_1600_2000_2000.png,6,6,6,6,6,6,5,5,9
08d9cdda-846b-489b-9_1_1648_1600_2048_2000.png,5,5,5,5,5,5,5,2,8
08d9cdda-846b-489b-9_1_0_1648_400_2048.png,12,12,12,11,13,12,12,7,13
08d9cdda-846b-489b-9_1_320_1648_720_2048.png,6,5,6,7,5,6,5,5,7
08d9cdda-846b-489b-9_1_640_1648_1040_2048.png,9,11,10,7,10,10,9,3,8
08d9cdda-846b-489b-9_1_960_1648_1360_2048.png,9,9,9,9,10,9,9,6,10
08d9cdda-846b-489b-9_1_1280_1648_1680_2048.png,14,15,16,13,15,14,12,9,13
08d9cdda-846b-489b-9_1_1600_1648_2000_2048.png,4,4,4,4,4,4,4,3,12
08d9cdda-846b-489b-9_1_1648_1648_2048_2048.png,4,4,4,4,4,4,4,1,11
12ec2b72-2167-4e9c-9_2_0_0_400_400.png,5,8,9,8,8,9,8,7,5
12ec2b72-2167-4e9c-9_2_320_0_720_400.png,6,6,7,6,6,7,6,6,15
12ec2b72-2167-4e9c-9_2_640_0_1040_400.png,6,6,7,6,6,7,6,6,8
12ec2b72-2167-4e9c-9_2_960_0_1360_400.png,10,12,11,10,11,12,9,7,10
12ec2b72-2167-4e9c-9_2_1280_0_1680_400.png,10,11,11,11,11,11,11,10,11
12ec2b72-2167-4e9c-9_2_1600_0_2000_400.png,3,3,3,3,3,3,3,3,4
12ec2b72-2167-4e9c-9_2_1648_0_2048_400.png,2,3,3,3,2,3,3,2,3
12ec2b72-2167-4e9c-9_2_0_320_400_720.png,2,2,2,2,2,2,2,1,2
12ec2b72-2167-4e9c-9_2_320_320_720_720.png,4,4,4,4,4,4,4,3,6
12ec2b72-2167-4e9c-9_2_640_320_1040_720.png,3,4,4,4,4,4,4,5,5
12ec2b72-2167-4e9c-9_2_960_320_1360_720.png,7,8,8,8,8,9,8,9,6
12ec2b72-2167-4e9c-9_2_1280_320_1680_720.png,5,5,5,5,5,5,5,5,9
12ec2b72-2167-4e9c-9_2_1600_320_2000_720.png,0,0,0,0,0,0,0,0,1
12ec2b72-2167-4e9c-9_2_1648_320_2048_720.png,0,0,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_0_640_400_1040.png,1,0,0,0,0,0,0,2,1
12ec2b72-2167-4e9c-9_2_320_640_720_1040.png,1,0,0,0,0,0,0,1,1
12ec2b72-2167-4e9c-9_2_640_640_1040_1040.png,1,0,0,0,0,0,0,1,1
12ec2b72-2167-4e9c-9_2_960_640_1360_1040.png,0,0,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_1280_640_1680_1040.png,0,0,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_1600_640_2000_1040.png,0,0,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_1648_640_2048_1040.png,0,0,0,0,0,0,0,0,1
12ec2b72-2167-4e9c-9_2_0_960_400_1360.png,0,0,0,0,0,0,0,0,1
12ec2b72-2167-4e9c-9_2_320_960_720_1360.png,1,0,0,0,0,0,0,0,2
12ec2b72-2167-4e9c-9_2_640_960_1040_1360.png,5,5,5,5,5,5,5,5,5
12ec2b72-2167-4e9c-9_2_960_960_1360_1360.png,4,4,4,4,4,4,4,3,4
12ec2b72-2167-4e9c-9_2_1280_960_1680_1360.png,4,4,4,4,4,4,4,4,3
12ec2b72-2167-4e9c-9_2_1600_960_2000_1360.png,0,0,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_1648_960_2048_1360.png,0,0,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_0_1280_400_1680.png,5,5,5,4,5,5,4,4,5
12ec2b72-2167-4e9c-9_2_320_1280_720_1680.png,7,7,7,7,7,7,7,7,8
12ec2b72-2167-4e9c-9_2_640_1280_1040_1680.png,7,8,8,7,8,8,7,6,8
12ec2b72-2167-4e9c-9_2_960_1280_1360_1680.png,4,4,4,4,4,4,4,3,5
12ec2b72-2167-4e9c-9_2_1280_1280_1680_1680.png,2,2,2,2,2,2,2,2,1
12ec2b72-2167-4e9c-9_2_1600_1280_2000_1680.png,0,0,0,0,0,0,0,0,3
12ec2b72-2167-4e9c-9_2_1648_1280_2048_1680.png,0,0,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_0_1600_400_2000.png,11,10,11,10,11,11,10,10,14
12ec2b72-2167-4e9c-9_2_320_1600_720_2000.png,3,3,3,3,3,3,3,4,6
12ec2b72-2167-4e9c-9_2_640_1600_1040_2000.png,2,2,2,2,2,2,2,0,2
12ec2b72-2167-4e9c-9_2_960_1600_1360_2000.png,1,0,0,0,0,0,0,0,2
12ec2b72-2167-4e9c-9_2_1280_1600_1680_2000.png,0,0,0,0,0,0,0,0,4
12ec2b72-2167-4e9c-9_2_1600_1600_2000_2000.png,0,0,0,0,0,0,0,0,6
12ec2b72-2167-4e9c-9_2_1648_1600_2048_2000.png,0,0,0,0,0,0,0,0,6
12ec2b72-2167-4e9c-9_2_0_1648_400_2048.png,10,9,9,9,9,9,9,8,12
12ec2b72-2167-4e9c-9_2_320_1648_720_2048.png,2,2,2,2,2,2,2,3,4
12ec2b72-2167-4e9c-9_2_640_1648_1040_2048.png,0,0,0,0,0,0,0,0,4
12ec2b72-2167-4e9c-9_2_960_1648_1360_2048.png,1,0,0,0,0,0,0,0,2
12ec2b72-2167-4e9c-9_2_1280_1648_1680_2048.png,0,0,0,0,0,0,0,0,6
12ec2b72-2167-4e9c-9_2_1600_1648_2000_2048.png,0,0,0,0,0,0,0,0,5
12ec2b72-2167-4e9c-9_2_1648_1648_2048_2048.png,0,0,0,0,0,0,0,0,5
15712d5a-4a5c-4a27-9_3_0_0_400_400.png,12,14,14,14,14,14,13,12,16
15712d5a-4a5c-4a27-9_3_320_0_720_400.png,9,11,10,11,10,10,10,9,8
15712d5a-4a5c-4a27-9_3_640_0_1040_400.png,10,13,11,9,14,14,12,10,20
15712d5a-4a5c-4a27-9_3_960_0_1360_400.png,39,28,28,22,28,30,23,27,35
15712d5a-4a5c-4a27-9_3_1280_0_1680_400.png,45,34,32,29,32,36,28,28,48
15712d5a-4a5c-4a27-9_3_1600_0_2000_400.png,18,21,19,16,21,22,18,17,13
15712d5a-4a5c-4a27-9_3_1648_0_2048_400.png,19,22,20,17,21,22,18,17,15
15712d5a-4a5c-4a27-9_3_0_320_400_720.png,9,12,12,12,9,12,10,10,20
15712d5a-4a5c-4a27-9_3_320_320_720_720.png,6,6,6,6,6,6,6,6,7
15712d5a-4a5c-4a27-9_3_640_320_1040_720.png,8,10,9,8,10,9,8,8,8
15712d5a-4a5c-4a27-9_3_960_320_1360_720.png,18,15,15,13,13,14,11,12,14
15712d5a-4a5c-4a27-9_3_1280_320_1680_720.png,27,21,21,19,21,22,17,18,23
15712d5a-4a5c-4a27-9_3_1600_320_2000_720.png,10,11,11,11,11,11,11,11,11
15712d5a-4a5c-4a27-9_3_1648_320_2048_720.png,10,11,11,11,11,11,11,11,11
15712d5a-4a5c-4a27-9_3_0_640_400_1040.png,1,0,0,0,0,0,0,1,1
15712d5a-4a5c-4a27-9_3_320_640_720_1040.png,4,4,4,4,4,4,4,3,6
15712d5a-4a5c-4a27-9_3_640_640_1040_1040.png,11,11,11,11,12,12,10,10,11
15712d5a-4a5c-4a27-9_3_960_640_1360_1040.png,10,11,11,11,11,11,11,11,13
15712d5a-4a5c-4a27-9_3_1280_640_1680_1040.png,7,7,7,7,7,7,7,8,8
15712d5a-4a5c-4a27-9_3_1600_640_2000_1040.png,10,10,11,10,10,10,10,11,11
15712d5a-4a5c-4a27-9_3_1648_640_2048_1040.png,10,10,11,10,10,10,10,12,13
15712d5a-4a5c-4a27-9_3_0_960_400_1360.png,13,20,18,15,16,19,15,16,16
15712d5a-4a5c-4a27-9_3_320_960_720_1360.png,11,14,14,12,13,13,13,15,14
15712d5a-4a5c-4a27-9_3_640_960_1040_1360.png,6,6,7,7,6,7,6,6,6
15712d5a-4a5c-4a27-9_3_960_960_1360_1360.png,6,7,7,7,7,6,7,8,13
15712d5a-4a5c-4a27-9_3_1280_960_1680_1360.png,6,6,6,6,6,6,6,6,7
15712d5a-4a5c-4a27-9_3_1600_960_2000_1360.png,7,7,7,7,7,7,7,7,8
15712d5a-4a5c-4a27-9_3_1648_960_2048_1360.png,9,9,9,9,9,9,9,9,9
15712d5a-4a5c-4a27-9_3_0_1280_400_1680.png,16,16,16,16,16,16,16,12,21
15712d5a-4a5c-4a27-9_3_320_1280_720_1680.png,12,13,12,12,13,13,13,12,18
15712d5a-4a5c-4a27-9_3_640_1280_1040_1680.png,12,12,12,11,12,12,12,10,12
15712d5a-4a5c-4a27-9_3_960_1280_1360_1680.png,2,2,2,2,2,2,2,2,4
15712d5a-4a5c-4a27-9_3_1280_1280_1680_1680.png,11,12,11,11,11,11,11,14,13
15712d5a-4a5c-4a27-9_3_1600_1280_2000_1680.png,15,18,18,16,19,16,16,18,22
15712d5a-4a5c-4a27-9_3_1648_1280_2048_1680.png,18,19,18,17,19,19,17,18,20
15712d5a-4a5c-4a27-9_3_0_1600_400_2000.png,16,15,16,13,17,17,15,11,29
15712d5a-4a5c-4a27-9_3_320_1600_720_2000.png,20,24,23,21,24,23,20,20,29
15712d5a-4a5c-4a27-9_3_640_1600_1040_2000.png,19,21,20,18,21,21,17,16,27
15712d5a-4a5c-4a27-9_3_960_1600_1360_2000.png,8,8,8,8,8,8,8,7,10
15712d5a-4a5c-4a27-9_3_1280_1600_1680_2000.png,14,15,13,14,14,13,14,14,19
15712d5a-4a5c-4a27-9_3_1600_1600_2000_2000.png,21,22,21,20,21,23,20,21,27
15712d5a-4a5c-4a27-9_3_1648_1600_2048_2000.png,21,22,22,20,22,22,20,21,29
15712d5a-4a5c-4a27-9_3_0_1648_400_2048.png,14,13,14,11,16,15,13,9,17
15712d5a-4a5c-4a27-9_3_320_1648_720_2048.png,20,22,22,20,23,22,19,18,25
15712d5a-4a5c-4a27-9_3_640_1648_1040_2048.png,18,21,20,17,19,20,16,15,26
15712d5a-4a5c-4a27-9_3_960_1648_1360_2048.png,8,8,8,8,8,8,8,8,15
15712d5a-4a5c-4a27-9_3_1280_1648_1680_2048.png,11,15,12,13,13,12,13,13,19
15712d5a-4a5c-4a27-9_3_1600_1648_2000_2048.png,19,20,20,19,19,21,19,19,26
15712d5a-4a5c-4a27-9_3_1648_1648_2048_2048.png,19,20,21,19,20,20,19,21,27
1b62275b-4a39-4b2f-b_4_0_0_400_400.png,1,2,0,0,0,2,0,1,1
1b62275b-4a39-4b2f-b_4_320_0_720_400.png,6,6,6,6,6,7,5,3,3
1b62275b-4a39-4b2f-b_4_640_0_1040_400.png,6,7,6,7,7,7,7,3,6
1b62275b-4a39-4b2f-b_4_960_0_1360_400.png,10,10,10,10,10,10,10,8,17
1b62275b-4a39-4b2f-b_4_1280_0_1680_400.png,4,5,5,5,5,4,3,3,6
1b62275b-4a39-4b2f-b_4_1600_0_2000_400.png,10,9,9,10,10,9,9,6,8
1b62275b-4a39-4b2f-b_4_1648_0_2048_400.png,12,13,13,12,13,12,11,9,12
1b62275b-4a39-4b2f-b_4_0_320_400_720.png,0,0,0,0,0,0,0,0,0
1b62275b-4a39-4b2f-b_4_320_320_720_720.png,3,4,4,4,4,4,4,3,3
1b62275b-4a39-4b2f-b_4_640_320_1040_720.png,6,7,6,7,6,6,6,6,8
1b62275b-4a39-4b2f-b_4_960_320_1360_720.png,8,8,8,8,8,8,8,7,9
1b62275b-4a39-4b2f-b_4_1280_320_1680_720.png,4,4,4,4,4,4,4,4,5
1b62275b-4a39-4b2f-b_4_1600_320_2000_720.png,9,9,9,9,9,9,9,6,7
1b62275b-4a39-4b2f-b_4_1648_320_2048_720.png,9,9,9,9,9,9,9,7,8
1b62275b-4a39-4b2f-b_4_0_640_400_1040.png,2,2,2,2,2,2,2,2,3
1b62275b-4a39-4b2f-b_4_320_640_720_1040.png,2,2,2,2,2,2,2,1,2
1b62275b-4a39-4b2f-b_4_640_640_1040_1040.png,0,0,0,0,0,0,0,0,0
1b62275b-4a39-4b2f-b_4_960_640_1360_1040.png,0,0,0,0,0,0,0,0,1
1b62275b-4a39-4b2f-b_4_1280_640_1680_1040.png,3,3,3,3,3,3,3,2,3
1b62275b-4a39-4b2f-b_4_1600_640_2000_1040.png,2,2,2,2,2,2,2,1,2
1b62275b-4a39-4b2f-b_4_1648_640_2048_1040.png,2,2,2,2,2,2,2,1,2
1b62275b-4a39-4b2f-b_4_0_960_400_1360.png,3,3,3,3,3,3,3,4,4
1b62275b-4a39-4b2f-b_4_320_960_720_1360.png,2,4,3,3,3,3,3,4,3
1b62275b-4a39-4b2f-b_4_640_960_1040_1360.png,2,2,2,2,2,2,2,3,3
1b62275b-4a39-4b2f-b_4_960_960_1360_1360.png,1,0,0,0,0,0,0,1,1
1b62275b-4a39-4b2f-b_4_1280_960_1680_1360.png,1,0,0,0,0,0,0,0,1
1b62275b-4a39-4b2f-b_4_1600_960_2000_1360.png,0,0,0,0,0,0,0,0,0
1b62275b-4a39-4b2f-b_4_1648_960_2048_1360.png,0,0,0,0,0,0,0,0,0
1b62275b-4a39-4b2f-b_4_0_1280_400_1680.png,2,2,2,2,2,2,2,2,5
1b62275b-4a39-4b2f-b_4_320_1280_720_1680.png,3,3,3,3,3,3,3,3,5
1b62275b-4a39-4b2f-b_4_640_1280_1040_1680.png,7,6,6,6,6,6,6,8,8
1b62275b-4a39-4b2f-b_4_960_1280_1360_1680.png,7,8,7,7,7,8,7,10,8
1b62275b-4a39-4b2f-b_4_1280_1280_1680_1680.png,2,2,2,2,2,2,2,2,3
1b62275b-4a39-4b2f-b_4_1600_1280_2000_1680.png,1,0,0,0,0,0,0,0,1
1b62275b-4a39-4b2f-b_4_1648_1280_2048_1680.png,1,0,0,0,0,0,0,0,1
1b62275b-4a39-4b2f-b_4_0_1600_400_2000.png,20,19,19,18,19,18,16,14,11
1b62275b-4a39-4b2f-b_4_320_1600_720_2000.png,11,11,11,11,11,11,10,8,10
1b62275b-4a39-4b2f-b_4_640_1600_1040_2000.png,10,11,11,11,11,11,10,9,13
1b62275b-4a39-4b2f-b_4_960_1600_1360_2000.png,11,11,11,11,11,11,10,11,17
1b62275b-4a39-4b2f-b_4_1280_1600_1680_2000.png,4,4,4,4,4,4,4,5,5
1b62275b-4a39-4b2f-b_4_1600_1600_2000_2000.png,5,5,5,4,5,5,4,4,5
1b62275b-4a39-4b2f-b_4_1648_1600_2048_2000.png,5,6,6,6,6,6,5,4,6
1b62275b-4a39-4b2f-b_4_0_1648_400_2048.png,20,17,19,17,19,19,17,15,13
1b62275b-4a39-4b2f-b_4_320_1648_720_2048.png,11,13,13,13,13,13,12,8,12
1b62275b-4a39-4b2f-b_4_640_1648_1040_2048.png,10,10,10,10,11,10,10,8,12
1b62275b-4a39-4b2f-b_4_960_1648_1360_2048.png,11,12,12,11,12,11,10,11,12
1b62275b-4a39-4b2f-b_4_1280_1648_1680_2048.png,4,4,4,4,4,4,4,5,5
1b62275b-4a39-4b2f-b_4_1600_1648_2000_2048.png,5,5,5,4,5,5,4,4,5
1b62275b-4a39-4b2f-b_4_1648_1648_2048_2048.png,5,6,6,6,6,6,6,4,7
21037b2c-2d07-4e15-8_5_0_0_400_400.png,9,9,9,9,10,11,9,7,9
21037b2c-2d07-4e15-8_5_320_0_720_400.png,10,10,10,10,10,10,10,10,22
21037b2c-2d07-4e15-8_5_640_0_1040_400.png,20,19,20,20,19,20,19,17,21
21037b2c-2d07-4e15-8_5_960_0_1360_400.png,10,10,11,10,10,10,10,5,15
21037b2c-2d07-4e15-8_5_1280_0_1680_400.png,14,15,13,13,13,14,13,12,20
21037b2c-2d07-4e15-8_5_1600_0_2000_400.png,8,11,11,10,9,10,9,7,9
21037b2c-2d07-4e15-8_5_1648_0_2048_400.png,7,10,10,9,8,9,8,6,9
21037b2c-2d07-4e15-8_5_0_320_400_720.png,6,6,6,6,6,6,6,6,11
21037b2c-2d07-4e15-8_5_320_320_720_720.png,14,14,14,14,14,14,14,16,22
21037b2c-2d07-4e15-8_5_640_320_1040_720.png,26,28,26,25,27,28,25,20,26
21037b2c-2d07-4e15-8_5_960_320_1360_720.png,14,16,16,13,16,17,13,13,16
21037b2c-2d07-4e15-8_5_1280_320_1680_720.png,11,13,11,10,11,11,10,8,11
21037b2c-2d07-4e15-8_5_1600_320_2000_720.png,6,5,5,5,5,5,5,5,8
21037b2c-2d07-4e15-8_5_1648_320_2048_720.png,6,5,5,5,5,5,5,6,8
21037b2c-2d07-4e15-8_5_0_640_400_1040.png,1,0,0,0,0,0,0,0,1
21037b2c-2d07-4e15-8_5_320_640_720_1040.png,2,2,2,2,2,2,2,2,2
21037b2c-2d07-4e15-8_5_640_640_1040_1040.png,1,2,2,2,2,2,0,1,1
21037b2c-2d07-4e15-8_5_960_640_1360_1040.png,1,0,0,0,0,0,0,0,1
21037b2c-2d07-4e15-8_5_1280_640_1680_1040.png,1,0,0,0,0,0,0,0,1
21037b2c-2d07-4e15-8_5_1600_640_2000_1040.png,1,2,2,0,2,2,0,1,1
21037b2c-2d07-4e15-8_5_1648_640_2048_1040.png,2,2,2,2,2,2,2,3,3
21037b2c-2d07-4e15-8_5_0_960_400_1360.png,0,0,0,0,0,0,0,0,0
21037b2c-2d07-4e15-8_5_320_960_720_1360.png,0,0,0,0,0,0,0,0,0
21037b2c-2d07-4e15-8_5_640_960_1040_1360.png,0,0,0,0,0,0,0,0,0
21037b2c-2d07-4e15-8_5_960_960_1360_1360.png,0,0,0,0,0,0,0,0,0
21037b2c-2d07-4e15-8_5_1280_960_1680_1360.png,0,0,0,0,0,0,0,3,4
21037b2c-2d07-4e15-8_5_1600_960_2000_1360.png,0,0,0,0,0,0,0,2,2
21037b2c-2d07-4e15-8_5_1648_960_2048_1360.png,0,0,0,0,0,0,0,1,1
21037b2c-2d07-4e15-8_5_0_1280_400_1680.png,0,0,0,0,0,0,0,0,1
21037b2c-2d07-4e15-8_5_320_1280_720_1680.png,0,0,0,0,0,0,0,0,2
21037b2c-2d07-4e15-8_5_640_1280_1040_1680.png,6,7,6,6,6,7,6,5,6
21037b2c-2d07-4e15-8_5_960_1280_1360_1680.png,3,4,4,4,4,4,4,3,6
21037b2c-2d07-4e15-8_5_1280_1280_1680_1680.png,3,3,3,3,3,3,3,3,4
21037b2c-2d07-4e15-8_5_1600_1280_2000_1680.png,9,10,9,9,10,10,9,7,13
21037b2c-2d07-4e15-8_5_1648_1280_2048_1680.png,13,12,12,11,11,11,11,9,15
21037b2c-2d07-4e15-8_5_0_1600_400_2000.png,8,8,8,7,8,8,8,6,5
21037b2c-2d07-4e15-8_5_320_1600_720_2000.png,13,14,13,12,13,13,12,11,21
21037b2c-2d07-4e15-8_5_640_1600_1040_2000.png,18,18,20,19,18,18,18,15,22
21037b2c-2d07-4e15-8_5_960_1600_1360_2000.png,18,18,20,18,20,21,17,15,12
21037b2c-2d07-4e15-8_5_1280_1600_1680_2000.png,12,14,13,13,13,13,12,9,5
21037b2c-2d07-4e15-8_5_1600_1600_2000_2000.png,6,6,7,6,6,6,6,5,5
