Image,GT,mask_rcnn_R_50_C4,mask_rcnn_R_50_DC5,mask_rcnn_R_50_FPN,mask_rcnn_R_101_C4,mask_rcnn_R_101_DC5,mask_rcnn_R_101_FPN,Cellpose,StarDist
12ec2b72-2167-4e9c-9_2_0_1600_400_2000.png,0.1256375,0.104925,0.11923125,0.10966875,0.11465625,0.1160375,0.11000625,0.08553125,0.11638125
12ec2b72-2167-4e9c-9_2_320_1600_720_2000.png,0.0412,0.04125625,0.04,0.0403,0.0399125,0.039475,0.03914375,0.0198375,0.06364375
12ec2b72-2167-4e9c-9_2_640_1600_1040_2000.png,0.0124125,0.01098125,0.01098125,0.0113,0.011,0.010725,0.01134375,0.0,0.0143625
12ec2b72-2167-4e9c-9_2_960_1600_1360_2000.png,0.0094625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01934375
12ec2b72-2167-4e9c-9_2_1280_1600_1680_2000.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07853125
12ec2b72-2167-4e9c-9_2_1600_1600_2000_2000.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077325
12ec2b72-2167-4e9c-9_2_1648_1600_2048_2000.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09279375
12ec2b72-2167-4e9c-9_2_0_1648_400_2048.png,0.10944375,0.09858125,0.0964125,0.096825,0.0940375,0.09513125,0.09674375,0.07279375,0.10954375
12ec2b72-2167-4e9c-9_2_320_1648_720_2048.png,0.03195625,0.0318875,0.03106875,0.03119375,0.0307625,0.0308625,0.03025,0.011425,0.05909375
12ec2b72-2167-4e9c-9_2_640_1648_1040_2048.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04153125
12ec2b72-2167-4e9c-9_2_960_1648_1360_2048.png,0.0094625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01934375
12ec2b72-2167-4e9c-9_2_1280_1648_1680_2048.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0916875
12ec2b72-2167-4e9c-9_2_1600_1648_2000_2048.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06003125
12ec2b72-2167-4e9c-9_2_1648_1648_2048_2048.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05850625
15712d5a-4a5c-4a27-9_3_0_0_400_400.png,0.119275,0.1312875,0.132325,0.129925,0.156775,0.134375,0.12290625,0.10051875,0.14786875
15712d5a-4a5c-4a27-9_3_320_0_720_400.png,0.090825,0.12246875,0.0924875,0.10791875,0.09276875,0.09455,0.09260625,0.08386875,0.1151
15712d5a-4a5c-4a27-9_3_640_0_1040_400.png,0.10048125,0.12195625,0.10898125,0.098725,0.12615,0.12145,0.1148875,0.08664375,0.15965
15712d5a-4a5c-4a27-9_3_960_0_1360_400.png,0.21456875,0.23878125,0.23390625,0.19346875,0.244575,0.26729375,0.20099375,0.16800625,0.2420625
15712d5a-4a5c-4a27-9_3_1280_0_1680_400.png,0.21459375,0.21415,0.203575,0.18413125,0.19881875,0.22620625,0.1858875,0.170825,0.26171875
15712d5a-4a5c-4a27-9_3_1600_0_2000_400.png,0.1291875,0.14753125,0.12684375,0.1135,0.14238125,0.13910625,0.12296875,0.10065,0.11526875
15712d5a-4a5c-4a27-9_3_1648_0_2048_400.png,0.15208125,0.18775625,0.1540625,0.14203125,0.1654875,0.18054375,0.14761875,0.114375,0.13920625
15712d5a-4a5c-4a27-9_3_0_320_400_720.png,0.1083,0.135175,0.1267375,0.12665625,0.10811875,0.13465,0.1132,0.10236875,0.14370625
15712d5a-4a5c-4a27-9_3_320_320_720_720.png,0.04783125,0.0492125,0.0481,0.0480875,0.04788125,0.0484875,0.04800625,0.04883125,0.050575
15712d5a-4a5c-4a27-9_3_640_320_1040_720.png,0.06904375,0.0747875,0.07123125,0.06968125,0.0737875,0.071375,0.06985625,0.06805625,0.07286875
15712d5a-4a5c-4a27-9_3_960_320_1360_720.png,0.08599375,0.0982375,0.08600625,0.08368125,0.07863125,0.0884875,0.078475,0.07439375,0.08678125
15712d5a-4a5c-4a27-9_3_1280_320_1680_720.png,0.13529375,0.144125,0.13514375,0.12538125,0.1368375,0.14345,0.12115,0.1155,0.14786875
15712d5a-4a5c-4a27-9_3_1600_320_2000_720.png,0.112975,0.11750625,0.11365625,0.11586875,0.11448125,0.115975,0.1156375,0.11124375,0.11705625
15712d5a-4a5c-4a27-9_3_1648_320_2048_720.png,0.12126875,0.1265375,0.12201875,0.12339375,0.122575,0.12388125,0.12393125,0.1235625,0.1262375
15712d5a-4a5c-4a27-9_3_0_640_400_1040.png,0.021525,0.0,0.0,0.0,0.0,0.0,0.0,0.02006875,0.021425
15712d5a-4a5c-4a27-9_3_320_640_720_1040.png,0.04315,0.04378125,0.04213125,0.042475,0.04311875,0.04373125,0.0426375,0.036275,0.05385
15712d5a-4a5c-4a27-9_3_640_640_1040_1040.png,0.1071625,0.1073125,0.1041,0.1098,0.11760625,0.117925,0.1039375,0.0825125,0.106025
15712d5a-4a5c-4a27-9_3_960_640_1360_1040.png,0.1202625,0.1212875,0.11883125,0.11933125,0.1203125,0.1201625,0.11974375,0.11969375,0.12868125
15712d5a-4a5c-4a27-9_3_1280_640_1680_1040.png,0.07723125,0.077675,0.07531875,0.07643125,0.076325,0.07614375,0.07614375,0.07500625,0.08480625
15712d5a-4a5c-4a27-9_3_1600_640_2000_1040.png,0.1379875,0.13876875,0.14544375,0.13705,0.13611875,0.1370875,0.13735625,0.1284875,0.14058125
15712d5a-4a5c-4a27-9_3_1648_640_2048_1040.png,0.14639375,0.14945625,0.15315625,0.145175,0.14511875,0.1464375,0.14545,0.13760625,0.14971875
15712d5a-4a5c-4a27-9_3_0_960_400_1360.png,0.16965625,0.217825,0.19420625,0.1727375,0.18900625,0.20529375,0.1693,0.14595625,0.15559375
15712d5a-4a5c-4a27-9_3_320_960_720_1360.png,0.13115625,0.15830625,0.14526875,0.1308625,0.132525,0.138,0.13345625,0.1219625,0.13175625
15712d5a-4a5c-4a27-9_3_640_960_1040_1360.png,0.0509,0.05248125,0.05446875,0.055175,0.05095,0.055325,0.0512125,0.050375,0.05476875
15712d5a-4a5c-4a27-9_3_960_960_1360_1360.png,0.0824625,0.085925,0.0843,0.083375,0.0839375,0.08363125,0.0835625,0.083075,0.1064375
15712d5a-4a5c-4a27-9_3_1280_960_1680_1360.png,0.05559375,0.057075,0.05455625,0.055125,0.056175,0.0560875,0.0555875,0.04945625,0.06113125
15712d5a-4a5c-4a27-9_3_1600_960_2000_1360.png,0.075425,0.07470625,0.0714,0.0717875,0.07251875,0.073625,0.072375,0.06845625,0.0790875
15712d5a-4a5c-4a27-9_3_1648_960_2048_1360.png,0.0939125,0.0933625,0.08981875,0.09069375,0.09003125,0.09288125,0.090675,0.0793625,0.1016375
15712d5a-4a5c-4a27-9_3_0_1280_400_1680.png,0.15694375,0.164475,0.1575875,0.16016875,0.16258125,0.165525,0.162375,0.1038875,0.177675
15712d5a-4a5c-4a27-9_3_320_1280_720_1680.png,0.0954625,0.115125,0.09608125,0.09536875,0.10135,0.1024375,0.10114375,0.08730625,0.13213125
