Image,Ground Truth Annotation Count,Model Prediction Count,Ground Truth Area,Model Prediction Area,Ground Truth Area Normalized,Model Prediction Area Normalized
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_640_2048_1040.png,14,15,13983,16754,0.08739375,0.1047125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_960_400_1360.png,5,5,7426,8047,0.0464125,0.05029375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_960_720_1360.png,1,0,585,0,0.00365625,0.0
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_960_1040_1360.png,7,8,8974,9504,0.0560875,0.0594
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_960_1360_1360.png,22,23,31246,34532,0.1952875,0.215825
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_960_1680_1360.png,41,41,65102,71535,0.4068875,0.44709375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_960_2000_1360.png,14,14,17226,16663,0.1076625,0.10414375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_960_2048_1360.png,6,6,6428,7112,0.040175,0.04445
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_1280_400_1680.png,20,21,36309,37623,0.22693125,0.23514375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_1280_720_1680.png,7,8,12206,12243,0.0762875,0.07651875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_1280_1040_1680.png,9,10,10428,11196,0.065175,0.069975
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_1280_1360_1680.png,25,28,49325,46268,0.30828125,0.289175
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_1280_1680_1680.png,16,16,29081,30245,0.18175625,0.18903125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_1280_2000_1680.png,1,0,820,0,0.005125,0.0
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_1280_2048_1680.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_1600_400_2000.png,42,39,65578,69907,0.4098625,0.43691875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_1600_720_2000.png,31,30,41871,41557,0.26169375,0.25973125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_1600_1040_2000.png,46,49,61061,61475,0.38163125,0.38421875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_1600_1360_2000.png,40,52,76064,74426,0.4754,0.4651625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_1600_1680_2000.png,23,25,39551,36642,0.24719375,0.2290125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_1600_2000_2000.png,11,10,15586,15673,0.0974125,0.09795625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_1600_2048_2000.png,9,9,12223,12866,0.07639375,0.0804125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_1648_400_2048.png,35,36,63238,70912,0.3952375,0.4432
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_1648_720_2048.png,32,34,46549,52403,0.29093125,0.32751875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_1648_1040_2048.png,47,52,64639,67006,0.40399375,0.4187875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_1648_1360_2048.png,40,53,73582,74842,0.4598875,0.4677625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_1648_1680_2048.png,26,29,49235,44534,0.30771875,0.2783375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_1648_2000_2048.png,15,17,22259,25814,0.13911875,0.1613375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_1648_2048_2048.png,13,13,17549,20377,0.10968125,0.12735625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_0_400_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_0_720_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_0_1040_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_0_1360_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_0_1680_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_0_2000_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_0_2048_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_320_400_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_320_720_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_320_1040_720.png,1,0,1271,0,0.00794375,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_320_1360_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_320_1680_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_320_2000_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_320_2048_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_640_400_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_640_720_1040.png,1,0,1660,0,0.010375,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_640_1040_1040.png,6,6,8775,8926,0.05484375,0.0557875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_640_1360_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_640_1680_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_640_2000_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_640_2048_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_960_400_1360.png,6,7,8031,8217,0.05019375,0.05135625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_960_720_1360.png,13,16,24372,26082,0.152325,0.1630125
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_960_1040_1360.png,17,23,22678,30861,0.1417375,0.19288125
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_960_1360_1360.png,7,7,9753,10015,0.06095625,0.06259375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_960_1680_1360.png,6,6,14112,14068,0.0882,0.087925
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_960_2000_1360.png,6,7,10942,11384,0.0683875,0.07115
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_960_2048_1360.png,4,4,7371,7343,0.04606875,0.04589375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_1280_400_1680.png,24,25,35221,38153,0.22013125,0.23845625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_1280_720_1680.png,19,22,32350,34029,0.2021875,0.21268125
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_1280_1040_1680.png,14,16,26811,27687,0.16756875,0.17304375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_1280_1360_1680.png,9,9,19800,19600,0.12375,0.1225
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_1280_1680_1680.png,14,15,36041,36035,0.22525625,0.22521875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_1280_2000_1680.png,9,9,15915,15656,0.09946875,0.09785
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_1280_2048_1680.png,8,8,16927,16656,0.10579375,0.1041
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_1600_400_2000.png,14,14,22996,23366,0.143725,0.1460375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_1600_720_2000.png,8,8,14614,20730,0.0913375,0.1295625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_1600_1040_2000.png,11,12,24710,26254,0.1544375,0.1640875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_1600_1360_2000.png,12,12,23899,23198,0.14936875,0.1449875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_1600_1680_2000.png,16,17,29107,32660,0.18191875,0.204125
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_1600_2000_2000.png,6,6,10160,11015,0.0635,0.06884375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_1600_2048_2000.png,5,5,9055,10019,0.05659375,0.06261875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_1648_400_2048.png,12,12,18212,18367,0.113825,0.11479375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_1648_720_2048.png,6,6,11797,17520,0.07373125,0.1095
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_1648_1040_2048.png,9,10,21654,23175,0.1353375,0.14484375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_1648_1360_2048.png,9,9,19761,19067,0.12350625,0.11916875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_1648_1680_2048.png,14,14,25152,28819,0.1572,0.18011875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_1648_2000_2048.png,4,4,8803,9647,0.05501875,0.06029375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_1648_2048_2048.png,4,4,7911,8822,0.04944375,0.0551375
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_0_0_400_400.png,5,9,11225,15175,0.07015625,0.09484375
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_320_0_720_400.png,6,7,12839,14050,0.08024375,0.0878125
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_640_0_1040_400.png,6,7,11364,12637,0.071025,0.07898125
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_960_0_1360_400.png,10,12,12996,15857,0.081225,0.09910625
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1280_0_1680_400.png,10,11,13756,13909,0.085975,0.08693125
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1600_0_2000_400.png,3,3,5833,5818,0.03645625,0.0363625
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1648_0_2048_400.png,2,3,5182,5458,0.0323875,0.0341125
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_0_320_400_720.png,2,2,3353,3232,0.02095625,0.0202
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_320_320_720_720.png,4,4,9312,9231,0.0582,0.05769375
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_640_320_1040_720.png,3,4,5158,5403,0.0322375,0.03376875
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_960_320_1360_720.png,7,9,10868,11476,0.067925,0.071725
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1280_320_1680_720.png,5,5,6367,6361,0.03979375,0.03975625
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1600_320_2000_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1648_320_2048_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_0_640_400_1040.png,1,0,2721,0,0.01700625,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_320_640_720_1040.png,1,0,2368,0,0.0148,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_640_640_1040_1040.png,1,0,3941,0,0.02463125,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_960_640_1360_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1280_640_1680_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1600_640_2000_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1648_640_2048_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_0_960_400_1360.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_320_960_720_1360.png,1,0,743,0,0.00464375,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_640_960_1040_1360.png,5,5,10947,10762,0.06841875,0.0672625
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_960_960_1360_1360.png,4,4,6207,6195,0.03879375,0.03871875
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1280_960_1680_1360.png,4,4,8769,8688,0.05480625,0.0543
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1600_960_2000_1360.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1648_960_2048_1360.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_0_1280_400_1680.png,5,5,7773,8730,0.04858125,0.0545625
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_320_1280_720_1680.png,7,7,10121,9896,0.06325625,0.06185
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_640_1280_1040_1680.png,7,8,14696,16263,0.09185,0.10164375
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_960_1280_1360_1680.png,4,4,6046,5819,0.0377875,0.03636875
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1280_1280_1680_1680.png,2,2,3665,3263,0.02290625,0.02039375
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1600_1280_2000_1680.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1648_1280_2048_1680.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_0_1600_400_2000.png,11,11,20102,18566,0.1256375,0.1160375
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_320_1600_720_2000.png,3,3,6592,6316,0.0412,0.039475
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_640_1600_1040_2000.png,2,2,1986,1716,0.0124125,0.010725
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_960_1600_1360_2000.png,1,0,1514,0,0.0094625,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1280_1600_1680_2000.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1600_1600_2000_2000.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1648_1600_2048_2000.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_0_1648_400_2048.png,10,9,17511,15221,0.10944375,0.09513125
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_320_1648_720_2048.png,2,2,5113,4938,0.03195625,0.0308625
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_640_1648_1040_2048.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_960_1648_1360_2048.png,1,0,1514,0,0.0094625,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1280_1648_1680_2048.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1600_1648_2000_2048.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1648_1648_2048_2048.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_0_0_400_400.png,12,14,19084,21500,0.119275,0.134375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_320_0_720_400.png,9,10,14532,15128,0.090825,0.09455
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_640_0_1040_400.png,10,14,16077,19432,0.10048125,0.12145
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_960_0_1360_400.png,39,30,34331,42767,0.21456875,0.26729375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1280_0_1680_400.png,45,36,34335,36193,0.21459375,0.22620625
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1600_0_2000_400.png,18,22,20670,22257,0.1291875,0.13910625
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1648_0_2048_400.png,19,22,24333,28887,0.15208125,0.18054375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_0_320_400_720.png,9,12,17328,21544,0.1083,0.13465
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_320_320_720_720.png,6,6,7653,7758,0.04783125,0.0484875
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_640_320_1040_720.png,8,9,11047,11420,0.06904375,0.071375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_960_320_1360_720.png,18,14,13759,14158,0.08599375,0.0884875
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1280_320_1680_720.png,27,22,21647,22952,0.13529375,0.14345
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1600_320_2000_720.png,10,11,18076,18556,0.112975,0.115975
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1648_320_2048_720.png,10,11,19403,19821,0.12126875,0.12388125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_0_640_400_1040.png,1,0,3444,0,0.021525,0.0
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_320_640_720_1040.png,4,4,6904,6997,0.04315,0.04373125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_640_640_1040_1040.png,11,12,17146,18868,0.1071625,0.117925
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_960_640_1360_1040.png,10,11,19242,19226,0.1202625,0.1201625
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1280_640_1680_1040.png,7,7,12357,12183,0.07723125,0.07614375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1600_640_2000_1040.png,10,10,22078,21934,0.1379875,0.1370875
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1648_640_2048_1040.png,10,10,23423,23430,0.14639375,0.1464375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_0_960_400_1360.png,13,19,27145,32847,0.16965625,0.20529375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_320_960_720_1360.png,11,13,20985,22080,0.13115625,0.138
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_640_960_1040_1360.png,6,7,8144,8852,0.0509,0.055325
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_960_960_1360_1360.png,6,6,13194,13381,0.0824625,0.08363125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1280_960_1680_1360.png,6,6,8895,8974,0.05559375,0.0560875
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1600_960_2000_1360.png,7,7,12068,11780,0.075425,0.073625
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1648_960_2048_1360.png,9,9,15026,14861,0.0939125,0.09288125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_0_1280_400_1680.png,16,16,25111,26484,0.15694375,0.165525
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_320_1280_720_1680.png,12,13,15274,16390,0.0954625,0.1024375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_640_1280_1040_1680.png,12,12,21803,22210,0.13626875,0.1388125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_960_1280_1360_1680.png,2,2,3878,3924,0.0242375,0.024525
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1280_1280_1680_1680.png,11,11,16960,17125,0.106,0.10703125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1600_1280_2000_1680.png,15,16,25475,24066,0.15921875,0.1504125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1648_1280_2048_1680.png,18,19,29108,29186,0.181925,0.1824125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_0_1600_400_2000.png,16,17,21530,27317,0.1345625,0.17073125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_320_1600_720_2000.png,20,23,34046,38125,0.2127875,0.23828125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_640_1600_1040_2000.png,19,21,30890,35435,0.1930625,0.22146875
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_960_1600_1360_2000.png,8,8,12791,12733,0.07994375,0.07958125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1280_1600_1680_2000.png,14,13,20209,18911,0.12630625,0.11819375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1600_1600_2000_2000.png,21,23,25940,28539,0.162125,0.17836875
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1648_1600_2048_2000.png,21,22,26800,27860,0.1675,0.174125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_0_1648_400_2048.png,14,15,18925,25817,0.11828125,0.16135625
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_320_1648_720_2048.png,20,22,32882,36740,0.2055125,0.229625
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_640_1648_1040_2048.png,18,20,29062,31039,0.1816375,0.19399375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_960_1648_1360_2048.png,8,8,12791,12727,0.07994375,0.07954375
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1280_1648_1680_2048.png,11,12,16452,15824,0.102825,0.0989
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1600_1648_2000_2048.png,19,21,23397,26237,0.14623125,0.16398125
./new_balanced_data/sliced_coco/val2017/15712d5a-4a5c-4a27-9_3_1648_1648_2048_2048.png,19,20,24257,25548,0.15160625,0.159675
./new_balanced_data/sliced_coco/val2017/1b62275b-4a39-4b2f-b_4_0_0_400_400.png,1,2,1274,2311,0.0079625,0.01444375
