Image,GT,mask_rcnn_R_50_C4,mask_rcnn_R_50_DC5,mask_rcnn_R_50_FPN,mask_rcnn_R_101_C4,mask_rcnn_R_101_DC5,mask_rcnn_R_101_FPN
08d9cdda-846b-489b-9_1_0_640_400_1040.png,0,0,0,0,0,0,0
08d9cdda-846b-489b-9_1_320_640_720_1040.png,1,0,0,0,0,0,0
08d9cdda-846b-489b-9_1_640_640_1040_1040.png,6,6,6,6,6,6,6
08d9cdda-846b-489b-9_1_960_640_1360_1040.png,0,0,0,0,0,0,0
08d9cdda-846b-489b-9_1_1280_640_1680_1040.png,0,0,0,0,0,0,0
08d9cdda-846b-489b-9_1_1600_640_2000_1040.png,0,0,0,0,0,0,0
08d9cdda-846b-489b-9_1_1648_640_2048_1040.png,0,0,0,0,0,0,0
08d9cdda-846b-489b-9_1_0_960_400_1360.png,6,7,7,7,7,7,7
08d9cdda-846b-489b-9_1_320_960_720_1360.png,13,15,14,14,16,16,14
08d9cdda-846b-489b-9_1_640_960_1040_1360.png,17,24,21,19,22,23,18
08d9cdda-846b-489b-9_1_960_960_1360_1360.png,7,7,7,7,7,7,7
08d9cdda-846b-489b-9_1_1280_960_1680_1360.png,6,6,6,6,6,6,6
08d9cdda-846b-489b-9_1_1600_960_2000_1360.png,6,7,6,6,6,7,6
08d9cdda-846b-489b-9_1_1648_960_2048_1360.png,4,4,4,4,4,4,4
08d9cdda-846b-489b-9_1_0_1280_400_1680.png,24,25,27,23,25,25,23
08d9cdda-846b-489b-9_1_320_1280_720_1680.png,19,20,21,19,20,22,19
08d9cdda-846b-489b-9_1_640_1280_1040_1680.png,14,16,15,15,15,16,14
08d9cdda-846b-489b-9_1_960_1280_1360_1680.png,9,9,9,9,9,9,9
08d9cdda-846b-489b-9_1_1280_1280_1680_1680.png,14,15,15,14,15,15,14
08d9cdda-846b-489b-9_1_1600_1280_2000_1680.png,9,9,9,9,9,9,8
08d9cdda-846b-489b-9_1_1648_1280_2048_1680.png,8,8,8,8,8,8,8
08d9cdda-846b-489b-9_1_0_1600_400_2000.png,14,14,16,14,15,14,13
08d9cdda-846b-489b-9_1_320_1600_720_2000.png,8,7,8,7,7,8,7
08d9cdda-846b-489b-9_1_640_1600_1040_2000.png,11,13,12,10,12,12,10
08d9cdda-846b-489b-9_1_960_1600_1360_2000.png,12,12,12,12,13,12,12
08d9cdda-846b-489b-9_1_1280_1600_1680_2000.png,16,17,18,15,17,17,14
08d9cdda-846b-489b-9_1_1600_1600_2000_2000.png,6,6,6,6,6,6,5
08d9cdda-846b-489b-9_1_1648_1600_2048_2000.png,5,5,5,5,5,5,5
08d9cdda-846b-489b-9_1_0_1648_400_2048.png,12,12,12,11,13,12,12
08d9cdda-846b-489b-9_1_320_1648_720_2048.png,6,5,6,7,5,6,5
08d9cdda-846b-489b-9_1_640_1648_1040_2048.png,9,11,10,7,10,10,9
08d9cdda-846b-489b-9_1_960_1648_1360_2048.png,9,9,9,9,10,9,9
08d9cdda-846b-489b-9_1_1280_1648_1680_2048.png,14,15,16,13,15,14,12
08d9cdda-846b-489b-9_1_1600_1648_2000_2048.png,4,4,4,4,4,4,4
08d9cdda-846b-489b-9_1_1648_1648_2048_2048.png,4,4,4,4,4,4,4
12ec2b72-2167-4e9c-9_2_0_0_400_400.png,5,8,9,8,8,9,8
12ec2b72-2167-4e9c-9_2_320_0_720_400.png,6,6,7,6,6,7,6
12ec2b72-2167-4e9c-9_2_640_0_1040_400.png,6,6,7,6,6,7,6
12ec2b72-2167-4e9c-9_2_960_0_1360_400.png,10,12,11,10,11,12,9
12ec2b72-2167-4e9c-9_2_1280_0_1680_400.png,10,11,11,11,11,11,11
12ec2b72-2167-4e9c-9_2_1600_0_2000_400.png,3,3,3,3,3,3,3
12ec2b72-2167-4e9c-9_2_1648_0_2048_400.png,2,3,3,3,2,3,3
12ec2b72-2167-4e9c-9_2_0_320_400_720.png,2,2,2,2,2,2,2
12ec2b72-2167-4e9c-9_2_320_320_720_720.png,4,4,4,4,4,4,4
12ec2b72-2167-4e9c-9_2_640_320_1040_720.png,3,4,4,4,4,4,4
12ec2b72-2167-4e9c-9_2_960_320_1360_720.png,7,8,8,8,8,9,8
12ec2b72-2167-4e9c-9_2_1280_320_1680_720.png,5,5,5,5,5,5,5
12ec2b72-2167-4e9c-9_2_1600_320_2000_720.png,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_1648_320_2048_720.png,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_0_640_400_1040.png,1,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_320_640_720_1040.png,1,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_640_640_1040_1040.png,1,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_960_640_1360_1040.png,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_1280_640_1680_1040.png,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_1600_640_2000_1040.png,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_1648_640_2048_1040.png,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_0_960_400_1360.png,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_320_960_720_1360.png,1,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_640_960_1040_1360.png,5,5,5,5,5,5,5
12ec2b72-2167-4e9c-9_2_960_960_1360_1360.png,4,4,4,4,4,4,4
12ec2b72-2167-4e9c-9_2_1280_960_1680_1360.png,4,4,4,4,4,4,4
12ec2b72-2167-4e9c-9_2_1600_960_2000_1360.png,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_1648_960_2048_1360.png,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_0_1280_400_1680.png,5,5,5,4,5,5,4
12ec2b72-2167-4e9c-9_2_320_1280_720_1680.png,7,7,7,7,7,7,7
12ec2b72-2167-4e9c-9_2_640_1280_1040_1680.png,7,8,8,7,8,8,7
12ec2b72-2167-4e9c-9_2_960_1280_1360_1680.png,4,4,4,4,4,4,4
12ec2b72-2167-4e9c-9_2_1280_1280_1680_1680.png,2,2,2,2,2,2,2
12ec2b72-2167-4e9c-9_2_1600_1280_2000_1680.png,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_1648_1280_2048_1680.png,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_0_1600_400_2000.png,11,10,11,10,11,11,10
12ec2b72-2167-4e9c-9_2_320_1600_720_2000.png,3,3,3,3,3,3,3
12ec2b72-2167-4e9c-9_2_640_1600_1040_2000.png,2,2,2,2,2,2,2
12ec2b72-2167-4e9c-9_2_960_1600_1360_2000.png,1,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_1280_1600_1680_2000.png,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_1600_1600_2000_2000.png,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_1648_1600_2048_2000.png,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_0_1648_400_2048.png,10,9,9,9,9,9,9
12ec2b72-2167-4e9c-9_2_320_1648_720_2048.png,2,2,2,2,2,2,2
12ec2b72-2167-4e9c-9_2_640_1648_1040_2048.png,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_960_1648_1360_2048.png,1,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_1280_1648_1680_2048.png,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_1600_1648_2000_2048.png,0,0,0,0,0,0,0
12ec2b72-2167-4e9c-9_2_1648_1648_2048_2048.png,0,0,0,0,0,0,0
15712d5a-4a5c-4a27-9_3_0_0_400_400.png,12,14,14,14,14,14,13
15712d5a-4a5c-4a27-9_3_320_0_720_400.png,9,11,10,11,10,10,10
15712d5a-4a5c-4a27-9_3_640_0_1040_400.png,10,13,11,9,14,14,12
15712d5a-4a5c-4a27-9_3_960_0_1360_400.png,39,28,28,22,28,30,23
15712d5a-4a5c-4a27-9_3_1280_0_1680_400.png,45,34,32,29,32,36,28
15712d5a-4a5c-4a27-9_3_1600_0_2000_400.png,18,21,19,16,21,22,18
15712d5a-4a5c-4a27-9_3_1648_0_2048_400.png,19,22,20,17,21,22,18
15712d5a-4a5c-4a27-9_3_0_320_400_720.png,9,12,12,12,9,12,10
15712d5a-4a5c-4a27-9_3_320_320_720_720.png,6,6,6,6,6,6,6
15712d5a-4a5c-4a27-9_3_640_320_1040_720.png,8,10,9,8,10,9,8
15712d5a-4a5c-4a27-9_3_960_320_1360_720.png,18,15,15,13,13,14,11
15712d5a-4a5c-4a27-9_3_1280_320_1680_720.png,27,21,21,19,21,22,17
15712d5a-4a5c-4a27-9_3_1600_320_2000_720.png,10,11,11,11,11,11,11
15712d5a-4a5c-4a27-9_3_1648_320_2048_720.png,10,11,11,11,11,11,11
15712d5a-4a5c-4a27-9_3_0_640_400_1040.png,1,0,0,0,0,0,0
15712d5a-4a5c-4a27-9_3_320_640_720_1040.png,4,4,4,4,4,4,4
15712d5a-4a5c-4a27-9_3_640_640_1040_1040.png,11,11,11,11,12,12,10
15712d5a-4a5c-4a27-9_3_960_640_1360_1040.png,10,11,11,11,11,11,11
15712d5a-4a5c-4a27-9_3_1280_640_1680_1040.png,7,7,7,7,7,7,7
15712d5a-4a5c-4a27-9_3_1600_640_2000_1040.png,10,10,11,10,10,10,10
15712d5a-4a5c-4a27-9_3_1648_640_2048_1040.png,10,10,11,10,10,10,10
15712d5a-4a5c-4a27-9_3_0_960_400_1360.png,13,20,18,15,16,19,15
15712d5a-4a5c-4a27-9_3_320_960_720_1360.png,11,14,14,12,13,13,13
15712d5a-4a5c-4a27-9_3_640_960_1040_1360.png,6,6,7,7,6,7,6
15712d5a-4a5c-4a27-9_3_960_960_1360_1360.png,6,7,7,7,7,6,7
15712d5a-4a5c-4a27-9_3_1280_960_1680_1360.png,6,6,6,6,6,6,6
15712d5a-4a5c-4a27-9_3_1600_960_2000_1360.png,7,7,7,7,7,7,7
15712d5a-4a5c-4a27-9_3_1648_960_2048_1360.png,9,9,9,9,9,9,9
15712d5a-4a5c-4a27-9_3_0_1280_400_1680.png,16,16,16,16,16,16,16
15712d5a-4a5c-4a27-9_3_320_1280_720_1680.png,12,13,12,12,13,13,13
15712d5a-4a5c-4a27-9_3_640_1280_1040_1680.png,12,12,12,11,12,12,12
15712d5a-4a5c-4a27-9_3_960_1280_1360_1680.png,2,2,2,2,2,2,2
15712d5a-4a5c-4a27-9_3_1280_1280_1680_1680.png,11,12,11,11,11,11,11
15712d5a-4a5c-4a27-9_3_1600_1280_2000_1680.png,15,18,18,16,19,16,16
15712d5a-4a5c-4a27-9_3_1648_1280_2048_1680.png,18,19,18,17,19,19,17
15712d5a-4a5c-4a27-9_3_0_1600_400_2000.png,16,15,16,13,17,17,15
15712d5a-4a5c-4a27-9_3_320_1600_720_2000.png,20,24,23,21,24,23,20
15712d5a-4a5c-4a27-9_3_640_1600_1040_2000.png,19,21,20,18,21,21,17
15712d5a-4a5c-4a27-9_3_960_1600_1360_2000.png,8,8,8,8,8,8,8
15712d5a-4a5c-4a27-9_3_1280_1600_1680_2000.png,14,15,13,14,14,13,14
15712d5a-4a5c-4a27-9_3_1600_1600_2000_2000.png,21,22,21,20,21,23,20
15712d5a-4a5c-4a27-9_3_1648_1600_2048_2000.png,21,22,22,20,22,22,20
15712d5a-4a5c-4a27-9_3_0_1648_400_2048.png,14,13,14,11,16,15,13
15712d5a-4a5c-4a27-9_3_320_1648_720_2048.png,20,22,22,20,23,22,19
15712d5a-4a5c-4a27-9_3_640_1648_1040_2048.png,18,21,20,17,19,20,16
15712d5a-4a5c-4a27-9_3_960_1648_1360_2048.png,8,8,8,8,8,8,8
15712d5a-4a5c-4a27-9_3_1280_1648_1680_2048.png,11,15,12,13,13,12,13
15712d5a-4a5c-4a27-9_3_1600_1648_2000_2048.png,19,20,20,19,19,21,19
15712d5a-4a5c-4a27-9_3_1648_1648_2048_2048.png,19,20,21,19,20,20,19
1b62275b-4a39-4b2f-b_4_0_0_400_400.png,1,2,0,0,0,2,0
1b62275b-4a39-4b2f-b_4_320_0_720_400.png,6,6,6,6,6,7,5
1b62275b-4a39-4b2f-b_4_640_0_1040_400.png,6,7,6,7,7,7,7
1b62275b-4a39-4b2f-b_4_960_0_1360_400.png,10,10,10,10,10,10,10
1b62275b-4a39-4b2f-b_4_1280_0_1680_400.png,4,5,5,5,5,4,3
1b62275b-4a39-4b2f-b_4_1600_0_2000_400.png,10,9,9,10,10,9,9
1b62275b-4a39-4b2f-b_4_1648_0_2048_400.png,12,13,13,12,13,12,11
1b62275b-4a39-4b2f-b_4_0_320_400_720.png,0,0,0,0,0,0,0
1b62275b-4a39-4b2f-b_4_320_320_720_720.png,3,4,4,4,4,4,4
1b62275b-4a39-4b2f-b_4_640_320_1040_720.png,6,7,6,7,6,6,6
1b62275b-4a39-4b2f-b_4_960_320_1360_720.png,8,8,8,8,8,8,8
1b62275b-4a39-4b2f-b_4_1280_320_1680_720.png,4,4,4,4,4,4,4
1b62275b-4a39-4b2f-b_4_1600_320_2000_720.png,9,9,9,9,9,9,9
1b62275b-4a39-4b2f-b_4_1648_320_2048_720.png,9,9,9,9,9,9,9
1b62275b-4a39-4b2f-b_4_0_640_400_1040.png,2,2,2,2,2,2,2
1b62275b-4a39-4b2f-b_4_320_640_720_1040.png,2,2,2,2,2,2,2
1b62275b-4a39-4b2f-b_4_640_640_1040_1040.png,0,0,0,0,0,0,0
1b62275b-4a39-4b2f-b_4_960_640_1360_1040.png,0,0,0,0,0,0,0
1b62275b-4a39-4b2f-b_4_1280_640_1680_1040.png,3,3,3,3,3,3,3
1b62275b-4a39-4b2f-b_4_1600_640_2000_1040.png,2,2,2,2,2,2,2
1b62275b-4a39-4b2f-b_4_1648_640_2048_1040.png,2,2,2,2,2,2,2
1b62275b-4a39-4b2f-b_4_0_960_400_1360.png,3,3,3,3,3,3,3
1b62275b-4a39-4b2f-b_4_320_960_720_1360.png,2,4,3,3,3,3,3
1b62275b-4a39-4b2f-b_4_640_960_1040_1360.png,2,2,2,2,2,2,2
1b62275b-4a39-4b2f-b_4_960_960_1360_1360.png,1,0,0,0,0,0,0
1b62275b-4a39-4b2f-b_4_1280_960_1680_1360.png,1,0,0,0,0,0,0
1b62275b-4a39-4b2f-b_4_1600_960_2000_1360.png,0,0,0,0,0,0,0
1b62275b-4a39-4b2f-b_4_1648_960_2048_1360.png,0,0,0,0,0,0,0
1b62275b-4a39-4b2f-b_4_0_1280_400_1680.png,2,2,2,2,2,2,2
1b62275b-4a39-4b2f-b_4_320_1280_720_1680.png,3,3,3,3,3,3,3
1b62275b-4a39-4b2f-b_4_640_1280_1040_1680.png,7,6,6,6,6,6,6
1b62275b-4a39-4b2f-b_4_960_1280_1360_1680.png,7,8,7,7,7,8,7
1b62275b-4a39-4b2f-b_4_1280_1280_1680_1680.png,2,2,2,2,2,2,2
1b62275b-4a39-4b2f-b_4_1600_1280_2000_1680.png,1,0,0,0,0,0,0
1b62275b-4a39-4b2f-b_4_1648_1280_2048_1680.png,1,0,0,0,0,0,0
1b62275b-4a39-4b2f-b_4_0_1600_400_2000.png,20,19,19,18,19,18,16
1b62275b-4a39-4b2f-b_4_320_1600_720_2000.png,11,11,11,11,11,11,10
1b62275b-4a39-4b2f-b_4_640_1600_1040_2000.png,10,11,11,11,11,11,10
1b62275b-4a39-4b2f-b_4_960_1600_1360_2000.png,11,11,11,11,11,11,10
1b62275b-4a39-4b2f-b_4_1280_1600_1680_2000.png,4,4,4,4,4,4,4
1b62275b-4a39-4b2f-b_4_1600_1600_2000_2000.png,5,5,5,4,5,5,4
1b62275b-4a39-4b2f-b_4_1648_1600_2048_2000.png,5,6,6,6,6,6,5
1b62275b-4a39-4b2f-b_4_0_1648_400_2048.png,20,17,19,17,19,19,17
1b62275b-4a39-4b2f-b_4_320_1648_720_2048.png,11,13,13,13,13,13,12
1b62275b-4a39-4b2f-b_4_640_1648_1040_2048.png,10,10,10,10,11,10,10
1b62275b-4a39-4b2f-b_4_960_1648_1360_2048.png,11,12,12,11,12,11,10
1b62275b-4a39-4b2f-b_4_1280_1648_1680_2048.png,4,4,4,4,4,4,4
1b62275b-4a39-4b2f-b_4_1600_1648_2000_2048.png,5,5,5,4,5,5,4
1b62275b-4a39-4b2f-b_4_1648_1648_2048_2048.png,5,6,6,6,6,6,6
21037b2c-2d07-4e15-8_5_0_0_400_400.png,9,9,9,9,10,11,9
21037b2c-2d07-4e15-8_5_320_0_720_400.png,10,10,10,10,10,10,10
21037b2c-2d07-4e15-8_5_640_0_1040_400.png,20,19,20,20,19,20,19
21037b2c-2d07-4e15-8_5_960_0_1360_400.png,10,10,11,10,10,10,10
21037b2c-2d07-4e15-8_5_1280_0_1680_400.png,14,15,13,13,13,14,13
21037b2c-2d07-4e15-8_5_1600_0_2000_400.png,8,11,11,10,9,10,9
21037b2c-2d07-4e15-8_5_1648_0_2048_400.png,7,10,10,9,8,9,8
21037b2c-2d07-4e15-8_5_0_320_400_720.png,6,6,6,6,6,6,6
21037b2c-2d07-4e15-8_5_320_320_720_720.png,14,14,14,14,14,14,14
21037b2c-2d07-4e15-8_5_640_320_1040_720.png,26,28,26,25,27,28,25
21037b2c-2d07-4e15-8_5_960_320_1360_720.png,14,16,16,13,16,17,13
21037b2c-2d07-4e15-8_5_1280_320_1680_720.png,11,13,11,10,11,11,10
21037b2c-2d07-4e15-8_5_1600_320_2000_720.png,6,5,5,5,5,5,5
21037b2c-2d07-4e15-8_5_1648_320_2048_720.png,6,5,5,5,5,5,5
21037b2c-2d07-4e15-8_5_0_640_400_1040.png,1,0,0,0,0,0,0
21037b2c-2d07-4e15-8_5_320_640_720_1040.png,2,2,2,2,2,2,2
21037b2c-2d07-4e15-8_5_640_640_1040_1040.png,1,2,2,2,2,2,0
21037b2c-2d07-4e15-8_5_960_640_1360_1040.png,1,0,0,0,0,0,0
21037b2c-2d07-4e15-8_5_1280_640_1680_1040.png,1,0,0,0,0,0,0
21037b2c-2d07-4e15-8_5_1600_640_2000_1040.png,1,2,2,0,2,2,0
21037b2c-2d07-4e15-8_5_1648_640_2048_1040.png,2,2,2,2,2,2,2
21037b2c-2d07-4e15-8_5_0_960_400_1360.png,0,0,0,0,0,0,0
21037b2c-2d07-4e15-8_5_320_960_720_1360.png,0,0,0,0,0,0,0
21037b2c-2d07-4e15-8_5_640_960_1040_1360.png,0,0,0,0,0,0,0
21037b2c-2d07-4e15-8_5_960_960_1360_1360.png,0,0,0,0,0,0,0
21037b2c-2d07-4e15-8_5_1280_960_1680_1360.png,0,0,0,0,0,0,0
21037b2c-2d07-4e15-8_5_1600_960_2000_1360.png,0,0,0,0,0,0,0
21037b2c-2d07-4e15-8_5_1648_960_2048_1360.png,0,0,0,0,0,0,0
21037b2c-2d07-4e15-8_5_0_1280_400_1680.png,0,0,0,0,0,0,0
21037b2c-2d07-4e15-8_5_320_1280_720_1680.png,0,0,0,0,0,0,0
21037b2c-2d07-4e15-8_5_640_1280_1040_1680.png,6,7,6,6,6,7,6
21037b2c-2d07-4e15-8_5_960_1280_1360_1680.png,3,4,4,4,4,4,4
21037b2c-2d07-4e15-8_5_1280_1280_1680_1680.png,3,3,3,3,3,3,3
21037b2c-2d07-4e15-8_5_1600_1280_2000_1680.png,9,10,9,9,10,10,9
21037b2c-2d07-4e15-8_5_1648_1280_2048_1680.png,13,12,12,11,11,11,11
21037b2c-2d07-4e15-8_5_0_1600_400_2000.png,8,8,8,7,8,8,8
21037b2c-2d07-4e15-8_5_320_1600_720_2000.png,13,14,13,12,13,13,12
21037b2c-2d07-4e15-8_5_640_1600_1040_2000.png,18,18,20,19,18,18,18
21037b2c-2d07-4e15-8_5_960_1600_1360_2000.png,18,18,20,18,20,21,17
21037b2c-2d07-4e15-8_5_1280_1600_1680_2000.png,12,14,13,13,13,13,12
21037b2c-2d07-4e15-8_5_1600_1600_2000_2000.png,6,6,7,6,6,6,6
21037b2c-2d07-4e15-8_5_1648_1600_2048_2000.png,9,7,7,7,8,7,7
21037b2c-2d07-4e15-8_5_0_1648_400_2048.png,8,8,8,8,8,8,8
21037b2c-2d07-4e15-8_5_320_1648_720_2048.png,13,14,13,12,12,13,12
21037b2c-2d07-4e15-8_5_640_1648_1040_2048.png,18,17,19,18,18,18,18
21037b2c-2d07-4e15-8_5_960_1648_1360_2048.png,18,18,20,18,20,20,17
21037b2c-2d07-4e15-8_5_1280_1648_1680_2048.png,12,14,13,13,13,13,13
21037b2c-2d07-4e15-8_5_1600_1648_2000_2048.png,6,7,6,5,7,6,5
21037b2c-2d07-4e15-8_5_1648_1648_2048_2048.png,6,6,7,7,6,6,6
2419f921-d9c8-4087-b_6_0_0_400_400.png,8,8,8,9,8,9,9
2419f921-d9c8-4087-b_6_320_0_720_400.png,15,15,15,13,13,14,13
2419f921-d9c8-4087-b_6_640_0_1040_400.png,7,9,8,7,8,8,7
2419f921-d9c8-4087-b_6_960_0_1360_400.png,7,9,9,6,8,9,7
2419f921-d9c8-4087-b_6_1280_0_1680_400.png,9,7,7,7,7,7,9
2419f921-d9c8-4087-b_6_1600_0_2000_400.png,11,11,10,11,11,11,11
2419f921-d9c8-4087-b_6_1648_0_2048_400.png,11,10,10,11,11,11,11
2419f921-d9c8-4087-b_6_0_320_400_720.png,17,18,17,17,17,18,17
2419f921-d9c8-4087-b_6_320_320_720_720.png,20,20,20,20,20,20,20
2419f921-d9c8-4087-b_6_640_320_1040_720.png,23,21,21,21,21,21,21
2419f921-d9c8-4087-b_6_960_320_1360_720.png,25,24,24,24,25,25,24
2419f921-d9c8-4087-b_6_1280_320_1680_720.png,16,15,15,15,16,14,14
2419f921-d9c8-4087-b_6_1600_320_2000_720.png,12,12,11,10,13,11,9
2419f921-d9c8-4087-b_6_1648_320_2048_720.png,10,9,9,9,10,10,7
2419f921-d9c8-4087-b_6_0_640_400_1040.png,9,10,9,9,9,9,9
2419f921-d9c8-4087-b_6_320_640_720_1040.png,16,17,17,16,17,17,16
2419f921-d9c8-4087-b_6_640_640_1040_1040.png,15,15,15,14,15,15,14
2419f921-d9c8-4087-b_6_960_640_1360_1040.png,18,20,22,18,22,21,19
2419f921-d9c8-4087-b_6_1280_640_1680_1040.png,12,11,11,11,11,11,12
