Image,GT,mask_rcnn_R_50_C4,mask_rcnn_R_50_DC5,mask_rcnn_R_50_FPN,mask_rcnn_R_101_C4,mask_rcnn_R_101_DC5,mask_rcnn_R_101_FPN
0492a795-9453-4099-9_0_0_1648_400_2048.png,0.3952375,0.423525,0.4065,0.39023125,0.4249875,0.4432,0.36288125
0492a795-9453-4099-9_0_320_1648_720_2048.png,0.29093125,0.30905625,0.31839375,0.28675625,0.3173875,0.32751875,0.28458125
0492a795-9453-4099-9_0_640_1648_1040_2048.png,0.40399375,0.4676625,0.41685,0.309125,0.48021875,0.4187875,0.31575
0492a795-9453-4099-9_0_960_1648_1360_2048.png,0.4598875,0.49259375,0.4435375,0.34645,0.4662875,0.4677625,0.29685625
0492a795-9453-4099-9_0_1280_1648_1680_2048.png,0.30771875,0.33230625,0.3141375,0.2429875,0.30019375,0.2783375,0.21809375
0492a795-9453-4099-9_0_1600_1648_2000_2048.png,0.13911875,0.14415625,0.14483125,0.13569375,0.1379875,0.1613375,0.1286625
0492a795-9453-4099-9_0_1648_1648_2048_2048.png,0.10968125,0.11508125,0.111575,0.11099375,0.11214375,0.12735625,0.1084625
08d9cdda-846b-489b-9_1_0_0_400_400.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_320_0_720_400.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_640_0_1040_400.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_960_0_1360_400.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_1280_0_1680_400.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_1600_0_2000_400.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_1648_0_2048_400.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_0_320_400_720.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_320_320_720_720.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_640_320_1040_720.png,0.00794375,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_960_320_1360_720.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_1280_320_1680_720.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_1600_320_2000_720.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_1648_320_2048_720.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_0_640_400_1040.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_320_640_720_1040.png,0.010375,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_640_640_1040_1040.png,0.05484375,0.056025,0.0544625,0.05420625,0.055125,0.0557875,0.05448125
08d9cdda-846b-489b-9_1_960_640_1360_1040.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_1280_640_1680_1040.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_1600_640_2000_1040.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_1648_640_2048_1040.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08d9cdda-846b-489b-9_1_0_960_400_1360.png,0.05019375,0.05250625,0.052025,0.05185,0.051675,0.05135625,0.05298125
08d9cdda-846b-489b-9_1_320_960_720_1360.png,0.152325,0.16151875,0.15251875,0.15264375,0.16450625,0.1630125,0.1536
08d9cdda-846b-489b-9_1_640_960_1040_1360.png,0.1417375,0.19694375,0.16156875,0.14891875,0.1670875,0.19288125,0.15049375
08d9cdda-846b-489b-9_1_960_960_1360_1360.png,0.06095625,0.06338125,0.06056875,0.06021875,0.0608375,0.06259375,0.06051875
08d9cdda-846b-489b-9_1_1280_960_1680_1360.png,0.0882,0.08930625,0.086475,0.08738125,0.086525,0.087925,0.087375
08d9cdda-846b-489b-9_1_1600_960_2000_1360.png,0.0683875,0.072625,0.06845,0.06995625,0.06829375,0.07115,0.07023125
08d9cdda-846b-489b-9_1_1648_960_2048_1360.png,0.04606875,0.04724375,0.045675,0.04539375,0.04534375,0.04589375,0.0459375
08d9cdda-846b-489b-9_1_0_1280_400_1680.png,0.22013125,0.2330625,0.24726875,0.21583125,0.22881875,0.23845625,0.2180875
08d9cdda-846b-489b-9_1_320_1280_720_1680.png,0.2021875,0.2023625,0.20899375,0.19026875,0.19795,0.21268125,0.1926125
08d9cdda-846b-489b-9_1_640_1280_1040_1680.png,0.16756875,0.1742375,0.161325,0.16428125,0.163625,0.17304375,0.162975
08d9cdda-846b-489b-9_1_960_1280_1360_1680.png,0.12375,0.12385625,0.12109375,0.122175,0.12009375,0.1225,0.1211625
08d9cdda-846b-489b-9_1_1280_1280_1680_1680.png,0.22525625,0.22945625,0.22341875,0.2228875,0.2231125,0.22521875,0.222475
08d9cdda-846b-489b-9_1_1600_1280_2000_1680.png,0.09946875,0.09871875,0.0959875,0.096875,0.0955,0.09785,0.09543125
08d9cdda-846b-489b-9_1_1648_1280_2048_1680.png,0.10579375,0.10544375,0.10311875,0.102925,0.10216875,0.1041,0.10349375
08d9cdda-846b-489b-9_1_0_1600_400_2000.png,0.143725,0.150725,0.1618625,0.14533125,0.15515625,0.1460375,0.13855
08d9cdda-846b-489b-9_1_320_1600_720_2000.png,0.0913375,0.08754375,0.12983125,0.08680625,0.0886625,0.1295625,0.0869125
08d9cdda-846b-489b-9_1_640_1600_1040_2000.png,0.1544375,0.173425,0.1598,0.143075,0.15076875,0.1640875,0.1369
08d9cdda-846b-489b-9_1_960_1600_1360_2000.png,0.14936875,0.146825,0.14439375,0.1432875,0.14919375,0.1449875,0.1443375
08d9cdda-846b-489b-9_1_1280_1600_1680_2000.png,0.18191875,0.22750625,0.22783125,0.1908625,0.21789375,0.204125,0.17000625
08d9cdda-846b-489b-9_1_1600_1600_2000_2000.png,0.0635,0.07023125,0.06695625,0.06874375,0.0685,0.06884375,0.06684375
08d9cdda-846b-489b-9_1_1648_1600_2048_2000.png,0.05659375,0.0637125,0.060375,0.06120625,0.06223125,0.06261875,0.06210625
08d9cdda-846b-489b-9_1_0_1648_400_2048.png,0.113825,0.1199375,0.1168125,0.11030625,0.12625,0.11479375,0.11389375
08d9cdda-846b-489b-9_1_320_1648_720_2048.png,0.07373125,0.0703875,0.11243125,0.09564375,0.07159375,0.1095,0.069875
08d9cdda-846b-489b-9_1_640_1648_1040_2048.png,0.1353375,0.15504375,0.13970625,0.0995875,0.133125,0.14484375,0.12630625
08d9cdda-846b-489b-9_1_960_1648_1360_2048.png,0.12350625,0.12093125,0.11874375,0.117575,0.12355625,0.11916875,0.11868125
08d9cdda-846b-489b-9_1_1280_1648_1680_2048.png,0.1572,0.2023625,0.203725,0.166375,0.19335,0.18011875,0.14499375
08d9cdda-846b-489b-9_1_1600_1648_2000_2048.png,0.05501875,0.0615125,0.05821875,0.06008125,0.05986875,0.06029375,0.0595375
08d9cdda-846b-489b-9_1_1648_1648_2048_2048.png,0.04944375,0.05643125,0.053,0.054025,0.05490625,0.0551375,0.05486875
12ec2b72-2167-4e9c-9_2_0_0_400_400.png,0.07015625,0.09691875,0.09885,0.09290625,0.09075625,0.09484375,0.0926875
12ec2b72-2167-4e9c-9_2_320_0_720_400.png,0.08024375,0.07988125,0.0869875,0.078075,0.0789625,0.0878125,0.0783875
12ec2b72-2167-4e9c-9_2_640_0_1040_400.png,0.071025,0.0721625,0.0791,0.0699375,0.070525,0.07898125,0.0707
12ec2b72-2167-4e9c-9_2_960_0_1360_400.png,0.081225,0.1076,0.09236875,0.08543125,0.0919625,0.09910625,0.0784875
12ec2b72-2167-4e9c-9_2_1280_0_1680_400.png,0.085975,0.0921375,0.08908125,0.0884625,0.0855875,0.08693125,0.0914625
12ec2b72-2167-4e9c-9_2_1600_0_2000_400.png,0.03645625,0.0370625,0.03601875,0.03641875,0.0359875,0.0363625,0.0362
12ec2b72-2167-4e9c-9_2_1648_0_2048_400.png,0.0323875,0.0341625,0.0339,0.0340375,0.03140625,0.0341125,0.03456875
12ec2b72-2167-4e9c-9_2_0_320_400_720.png,0.02095625,0.02038125,0.02025625,0.02045625,0.020175,0.0202,0.02063125
12ec2b72-2167-4e9c-9_2_320_320_720_720.png,0.0582,0.0580375,0.0566125,0.0564375,0.05716875,0.05769375,0.05635625
12ec2b72-2167-4e9c-9_2_640_320_1040_720.png,0.0322375,0.0349125,0.0341125,0.03414375,0.0335,0.03376875,0.03380625
12ec2b72-2167-4e9c-9_2_960_320_1360_720.png,0.067925,0.07153125,0.06860625,0.07040625,0.06940625,0.071725,0.069075
12ec2b72-2167-4e9c-9_2_1280_320_1680_720.png,0.03979375,0.04035,0.03918125,0.0392375,0.0391125,0.03975625,0.03903125
12ec2b72-2167-4e9c-9_2_1600_320_2000_720.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_1648_320_2048_720.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_0_640_400_1040.png,0.01700625,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_320_640_720_1040.png,0.0148,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_640_640_1040_1040.png,0.02463125,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_960_640_1360_1040.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_1280_640_1680_1040.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_1600_640_2000_1040.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_1648_640_2048_1040.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_0_960_400_1360.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_320_960_720_1360.png,0.00464375,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_640_960_1040_1360.png,0.06841875,0.0685,0.06523125,0.06671875,0.06674375,0.0672625,0.0675125
12ec2b72-2167-4e9c-9_2_960_960_1360_1360.png,0.03879375,0.0386875,0.0375875,0.0379625,0.03736875,0.03871875,0.03769375
12ec2b72-2167-4e9c-9_2_1280_960_1680_1360.png,0.05480625,0.056675,0.0523625,0.05330625,0.053375,0.0543,0.05409375
12ec2b72-2167-4e9c-9_2_1600_960_2000_1360.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_1648_960_2048_1360.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_0_1280_400_1680.png,0.04858125,0.0545375,0.05425625,0.04174375,0.0550375,0.0545625,0.04520625
12ec2b72-2167-4e9c-9_2_320_1280_720_1680.png,0.06325625,0.0628125,0.06094375,0.061225,0.06163125,0.06185,0.0614125
12ec2b72-2167-4e9c-9_2_640_1280_1040_1680.png,0.09185,0.10245,0.09975,0.08718125,0.100975,0.10164375,0.08856875
12ec2b72-2167-4e9c-9_2_960_1280_1360_1680.png,0.0377875,0.03705625,0.0362875,0.03668125,0.0357,0.03636875,0.03643125
12ec2b72-2167-4e9c-9_2_1280_1280_1680_1680.png,0.02290625,0.01989375,0.0203125,0.0197375,0.02033125,0.02039375,0.020575
12ec2b72-2167-4e9c-9_2_1600_1280_2000_1680.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_1648_1280_2048_1680.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_0_1600_400_2000.png,0.1256375,0.104925,0.11923125,0.10966875,0.11465625,0.1160375,0.11000625
12ec2b72-2167-4e9c-9_2_320_1600_720_2000.png,0.0412,0.04125625,0.04,0.0403,0.0399125,0.039475,0.03914375
12ec2b72-2167-4e9c-9_2_640_1600_1040_2000.png,0.0124125,0.01098125,0.01098125,0.0113,0.011,0.010725,0.01134375
12ec2b72-2167-4e9c-9_2_960_1600_1360_2000.png,0.0094625,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_1280_1600_1680_2000.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_1600_1600_2000_2000.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_1648_1600_2048_2000.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_0_1648_400_2048.png,0.10944375,0.09858125,0.0964125,0.096825,0.0940375,0.09513125,0.09674375
12ec2b72-2167-4e9c-9_2_320_1648_720_2048.png,0.03195625,0.0318875,0.03106875,0.03119375,0.0307625,0.0308625,0.03025
12ec2b72-2167-4e9c-9_2_640_1648_1040_2048.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_960_1648_1360_2048.png,0.0094625,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_1280_1648_1680_2048.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_1600_1648_2000_2048.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12ec2b72-2167-4e9c-9_2_1648_1648_2048_2048.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15712d5a-4a5c-4a27-9_3_0_0_400_400.png,0.119275,0.1312875,0.132325,0.129925,0.156775,0.134375,0.12290625
15712d5a-4a5c-4a27-9_3_320_0_720_400.png,0.090825,0.12246875,0.0924875,0.10791875,0.09276875,0.09455,0.09260625
15712d5a-4a5c-4a27-9_3_640_0_1040_400.png,0.10048125,0.12195625,0.10898125,0.098725,0.12615,0.12145,0.1148875
15712d5a-4a5c-4a27-9_3_960_0_1360_400.png,0.21456875,0.23878125,0.23390625,0.19346875,0.244575,0.26729375,0.20099375
15712d5a-4a5c-4a27-9_3_1280_0_1680_400.png,0.21459375,0.21415,0.203575,0.18413125,0.19881875,0.22620625,0.1858875
15712d5a-4a5c-4a27-9_3_1600_0_2000_400.png,0.1291875,0.14753125,0.12684375,0.1135,0.14238125,0.13910625,0.12296875
15712d5a-4a5c-4a27-9_3_1648_0_2048_400.png,0.15208125,0.18775625,0.1540625,0.14203125,0.1654875,0.18054375,0.14761875
15712d5a-4a5c-4a27-9_3_0_320_400_720.png,0.1083,0.135175,0.1267375,0.12665625,0.10811875,0.13465,0.1132
15712d5a-4a5c-4a27-9_3_320_320_720_720.png,0.04783125,0.0492125,0.0481,0.0480875,0.04788125,0.0484875,0.04800625
15712d5a-4a5c-4a27-9_3_640_320_1040_720.png,0.06904375,0.0747875,0.07123125,0.06968125,0.0737875,0.071375,0.06985625
15712d5a-4a5c-4a27-9_3_960_320_1360_720.png,0.08599375,0.0982375,0.08600625,0.08368125,0.07863125,0.0884875,0.078475
15712d5a-4a5c-4a27-9_3_1280_320_1680_720.png,0.13529375,0.144125,0.13514375,0.12538125,0.1368375,0.14345,0.12115
15712d5a-4a5c-4a27-9_3_1600_320_2000_720.png,0.112975,0.11750625,0.11365625,0.11586875,0.11448125,0.115975,0.1156375
15712d5a-4a5c-4a27-9_3_1648_320_2048_720.png,0.12126875,0.1265375,0.12201875,0.12339375,0.122575,0.12388125,0.12393125
15712d5a-4a5c-4a27-9_3_0_640_400_1040.png,0.021525,0.0,0.0,0.0,0.0,0.0,0.0
15712d5a-4a5c-4a27-9_3_320_640_720_1040.png,0.04315,0.04378125,0.04213125,0.042475,0.04311875,0.04373125,0.0426375
15712d5a-4a5c-4a27-9_3_640_640_1040_1040.png,0.1071625,0.1073125,0.1041,0.1098,0.11760625,0.117925,0.1039375
15712d5a-4a5c-4a27-9_3_960_640_1360_1040.png,0.1202625,0.1212875,0.11883125,0.11933125,0.1203125,0.1201625,0.11974375
15712d5a-4a5c-4a27-9_3_1280_640_1680_1040.png,0.07723125,0.077675,0.07531875,0.07643125,0.076325,0.07614375,0.07614375
15712d5a-4a5c-4a27-9_3_1600_640_2000_1040.png,0.1379875,0.13876875,0.14544375,0.13705,0.13611875,0.1370875,0.13735625
15712d5a-4a5c-4a27-9_3_1648_640_2048_1040.png,0.14639375,0.14945625,0.15315625,0.145175,0.14511875,0.1464375,0.14545
15712d5a-4a5c-4a27-9_3_0_960_400_1360.png,0.16965625,0.217825,0.19420625,0.1727375,0.18900625,0.20529375,0.1693
15712d5a-4a5c-4a27-9_3_320_960_720_1360.png,0.13115625,0.15830625,0.14526875,0.1308625,0.132525,0.138,0.13345625
15712d5a-4a5c-4a27-9_3_640_960_1040_1360.png,0.0509,0.05248125,0.05446875,0.055175,0.05095,0.055325,0.0512125
15712d5a-4a5c-4a27-9_3_960_960_1360_1360.png,0.0824625,0.085925,0.0843,0.083375,0.0839375,0.08363125,0.0835625
15712d5a-4a5c-4a27-9_3_1280_960_1680_1360.png,0.05559375,0.057075,0.05455625,0.055125,0.056175,0.0560875,0.0555875
15712d5a-4a5c-4a27-9_3_1600_960_2000_1360.png,0.075425,0.07470625,0.0714,0.0717875,0.07251875,0.073625,0.072375
15712d5a-4a5c-4a27-9_3_1648_960_2048_1360.png,0.0939125,0.0933625,0.08981875,0.09069375,0.09003125,0.09288125,0.090675
15712d5a-4a5c-4a27-9_3_0_1280_400_1680.png,0.15694375,0.164475,0.1575875,0.16016875,0.16258125,0.165525,0.162375
15712d5a-4a5c-4a27-9_3_320_1280_720_1680.png,0.0954625,0.115125,0.09608125,0.09536875,0.10135,0.1024375,0.10114375
15712d5a-4a5c-4a27-9_3_640_1280_1040_1680.png,0.13626875,0.13861875,0.14023125,0.13173125,0.131525,0.1388125,0.13233125
15712d5a-4a5c-4a27-9_3_960_1280_1360_1680.png,0.0242375,0.02445625,0.024125,0.024625,0.02415625,0.024525,0.0246375
15712d5a-4a5c-4a27-9_3_1280_1280_1680_1680.png,0.106,0.12096875,0.10455,0.10429375,0.10555625,0.10703125,0.1052375
15712d5a-4a5c-4a27-9_3_1600_1280_2000_1680.png,0.15921875,0.16715625,0.1621375,0.14725625,0.1931625,0.1504125,0.14665
15712d5a-4a5c-4a27-9_3_1648_1280_2048_1680.png,0.181925,0.17389375,0.16354375,0.16663125,0.202975,0.1824125,0.16520625
15712d5a-4a5c-4a27-9_3_0_1600_400_2000.png,0.1345625,0.13163125,0.13389375,0.11744375,0.15173125,0.17073125,0.13809375
15712d5a-4a5c-4a27-9_3_320_1600_720_2000.png,0.2127875,0.2314875,0.2343875,0.2121,0.24183125,0.23828125,0.21269375
15712d5a-4a5c-4a27-9_3_640_1600_1040_2000.png,0.1930625,0.20779375,0.18696875,0.17945625,0.213575,0.22146875,0.1694625
15712d5a-4a5c-4a27-9_3_960_1600_1360_2000.png,0.07994375,0.08108125,0.0794375,0.07953125,0.0797875,0.07958125,0.0797
15712d5a-4a5c-4a27-9_3_1280_1600_1680_2000.png,0.12630625,0.12528125,0.1151,0.11895625,0.12095,0.11819375,0.12083125
15712d5a-4a5c-4a27-9_3_1600_1600_2000_2000.png,0.162125,0.1671625,0.1631625,0.15549375,0.16530625,0.17836875,0.15990625
15712d5a-4a5c-4a27-9_3_1648_1600_2048_2000.png,0.1675,0.17539375,0.17466875,0.1643,0.173475,0.174125,0.16538125
15712d5a-4a5c-4a27-9_3_0_1648_400_2048.png,0.11828125,0.11333125,0.1168125,0.09976875,0.1854375,0.16135625,0.1212625
15712d5a-4a5c-4a27-9_3_320_1648_720_2048.png,0.2055125,0.2169375,0.225625,0.20336875,0.23338125,0.229625,0.204625
15712d5a-4a5c-4a27-9_3_640_1648_1040_2048.png,0.1816375,0.21230625,0.1896125,0.16624375,0.18010625,0.19399375,0.15673125
15712d5a-4a5c-4a27-9_3_960_1648_1360_2048.png,0.07994375,0.0810875,0.079625,0.0797625,0.07994375,0.07954375,0.08004375
15712d5a-4a5c-4a27-9_3_1280_1648_1680_2048.png,0.102825,0.1187375,0.09555,0.1002625,0.10136875,0.0989,0.10215625
15712d5a-4a5c-4a27-9_3_1600_1648_2000_2048.png,0.14623125,0.1530375,0.15134375,0.1439875,0.15065,0.16398125,0.14843125
15712d5a-4a5c-4a27-9_3_1648_1648_2048_2048.png,0.15160625,0.16139375,0.1627875,0.152525,0.1586625,0.159675,0.15353125
1b62275b-4a39-4b2f-b_4_0_0_400_400.png,0.0079625,0.01455625,0.0,0.0,0.0,0.01444375,0.0
1b62275b-4a39-4b2f-b_4_320_0_720_400.png,0.038375,0.04169375,0.04355625,0.04668125,0.04363125,0.05941875,0.04395625
1b62275b-4a39-4b2f-b_4_640_0_1040_400.png,0.06120625,0.0726125,0.0643625,0.07410625,0.07308125,0.0707,0.066375
1b62275b-4a39-4b2f-b_4_960_0_1360_400.png,0.13110625,0.11204375,0.11130625,0.11171875,0.11225625,0.11133125,0.11151875
1b62275b-4a39-4b2f-b_4_1280_0_1680_400.png,0.0466,0.0592125,0.05585625,0.0550875,0.057875,0.03378125,0.02564375
1b62275b-4a39-4b2f-b_4_1600_0_2000_400.png,0.1467,0.14954375,0.14125,0.15285,0.1493375,0.14150625,0.14278125
1b62275b-4a39-4b2f-b_4_1648_0_2048_400.png,0.1593125,0.16625625,0.159125,0.15700625,0.1565,0.1523875,0.15028125
1b62275b-4a39-4b2f-b_4_0_320_400_720.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b62275b-4a39-4b2f-b_4_320_320_720_720.png,0.05201875,0.05215625,0.0506875,0.05185,0.0493125,0.05078125,0.04966875
